n|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
508|hmomaaleadumim|dataset|2023-03-21|קופות חולים|maaleedumim|No|Year|1|5|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|Other (Open)|רשימת קופות חולים במעלה אדומים
509|hmr|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון הר חמרן|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
510|hofesh|dataset|2023-03-21|רשימת הרשויות הציבוריות מתוקף חוק חופש המידע|ministry_of_justice|No|NotConstant|1|2|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|המאגר מכיל את רשימת הרשויות הציבורית עליהן חל חוק חופש המידע.ברשימה ניתן למצוא את שם הרשות, תיאור תפקידיה, שם הממונה על העמדת מידע לציבור ודרכי יצירת הקשר איתו.יצוין כי הרשימה מתעדכנת באופן שוטף. לתשומת הלב כי אי הכללת רשות בחוברת אין משמעה בהכרח שחוק חופש המידע אינו חל עליה.
511|hofesh_hameida|dataset|2024-10-04|מאגר תלונות חופש המידע|ministry_of_justice|No|Day|3|2|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|המאגר מכיל את תלונות חופש המידע
512|hof-naki|dataset|2023-03-21|מדד הניקיון בחופי ישראל|ministry_of_the_environment|No|NA|1|1|--|TanyaT@sviva.gov.il|המשרד להגנת הסביבה|||רמת הניקיון ב-40 קטעי חוף לא מוכרזים בישראל, בים התיכון ובמפרץ אילת. רמת הניקיון מוערכת מנקי מאוד עד מלוכלך מאוד. נתונים על כל קטע חוף: שם החוף, מקטע החוף, רשות מוניציפלית, תאריך הבדיקה האחרונה וציון רמת הניקיון.
513|hokrim|dataset|2023-03-21|רשימת חוקרים פרטיים|ministry_of_justice|No|NotConstant|1|1|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|רשימת חוקרים פרטיים
514|holidaysinisrael|dataset|2024-03-13|חגים בישראל - Holidays in Israel|ministry_of_tourism|No|NotConstant|12|2|--|sharonb@tourism.gov.il|משרד התיירות|||תיאור חגים מרכזיים בישראל
515|holocaust-survivors-right-bureaus|dataset|2023-09-12|מרכזי מידע לקבלת קהל - הרשות לזכויות ניצולי השואה|holocaust_survivors_rights|No|NotConstant|1|4|--|noama@mse.gov.il|הרשות לזכויות ניצולי השואה|other-open|Other (Open)|מרכזי מידע לקבלת קהל - הרשות לזכויות ניצולי השואה. במאגר זה נעדכן את ימי ושעות קבלת הקהל במרכזי המידע הניידים של הרשות לזכויות ניצולי השואה ברחבי הארץ.
516|honoraryconsuls|dataset|2024-09-19|קונסולי כבוד של מדינת ישראל|ministry_of_exterior|No|Month|4|2|--|illan@mfa.gov.il|משרד החוץ|other-open|אחר (פתוח)|רשימת קונסולי של מדינת ישראל בארץ ובחו"ל
517|hospitals_psyc|dataset|2023-11-09|בתי חולים פסיכיאטריים ומחלקות פסיכיאטריות בבתי חולים כלליים|ministry-health|No|NotConstant|1|0|--|Call.Habriut@MOH.GOV.IL|משרד הבריאות|other-open|Other (Open)|
518|hostelsgis|dataset|2024-10-01|בתי דיור|ministry_of_housing|No|Week|2|5|--|datagov@moch.gov.il|משרד הבינוי והשיכון|other-open|אחר (פתוח)|מאגר זה מכיל שני משאבים : 1) מידע כללי אודות בתי הדיור, המיועדים לאכלוס זכאי משרד הקליטה ומשרד הבינוי והשיכון בגיל הזהב. בתי דיור אלו מנוהלים ע"י חברות שונות. 2) קובץ GIS המכיל את פרטי בתי הדיור.
519|hotels_ranking|dataset|2024-06-13|דירוג בתי מלון בישראל|ministry_of_tourism|No|NotConstant|3|1|--|webmaster@tourism.gov.il|משרד התיירות|other-open|אחר (פתוח)|שיטת הדירוג Hotelstars , שעברה התאמות קלות כדי להתאים למציאות הישראלית, מבוססת על 270 קריטריונים לפיהם נבחן כל מלון, בקטגוריות פיזיות ושירותיות כאחת. השיטה מתאפיינת בשיתוף פעולה ודו-שיח עם המלונאי ומתן הזדמנות לשיפור.
520|housingcontractfiles|dataset|2023-03-21|תיקי חוזי דיור של משרד המשפטים|ministry_of_justice|No|NotConstant|2|0|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|מאגר המכיל את פרטי תיקי חוזי הדיור של משרד המשפטים
521|Housingpropertyportfolios|dataset|2023-03-21|תיקי נכסי דיור  של משרד המשפטים|ministry_of_justice|No|NotConstant|2|0|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|מאגר המכיל את פרטי תיקי נכסי דיור של משרד המשפטים
522|housing-social-workers|dataset|2023-03-21|עובדות סוציאליות להתאמות דיור לאנשים עם מוגבלויות|ministry-health|No|NA|1|0|--|Call.Habriut@MOH.GOV.IL|משרד הבריאות|other-open|Other (Open)|
523|housingunits-planning-inventory|dataset|2023-03-21|מלאי תכנוני למגורים|the_israel_lands_administration|No|NA|3|2|--|eliw@land.gov.il|רשות מקרקעי ישראל|||המאגר כולל תכניות מפורטות על פי חוק התכנון והבנייה, על קרקע מדינה, החל מתנאי סף ועד לתוכניות מאושרות שנשאר בהם פוטנציאל יחידות דיור לשיווק. המאגר נמצא בשלב ניסיוני ובתהליך טיוב. המאגר מתעדכן בתדירות רבעונית.  המידע אינו מהווה אסמכתה לביצוע פעולות כלשהן.מאגר זה לא כולל תוכניות פרטיות או תוכניות בהתחדשות עירונית (מכל סוג).השימוש בנתונים באחריות המשתמש בלבד.
524|hov_2024|dataset|2024-06-25|HOV נתיבים רבי תפוסה|ministry_of_transport|No|NotConstant|6|8|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|תכנית משלימה לנתיבים רבי תפוסה בפריסה ארצית לשנת 2024
525|hoze_zhut|dataset|2024-10-01|חוצה ישראל - זכות דרך|ministry_of_transport|No|NotConstant|4|6|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|זכות דרך של חברת חוצה ישראל
526|hrd|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון הר ארדון|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
527|hsg|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון הר שגיא|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
528|hsv|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון הר שגוב|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
529|http-dat-gov-il-forms-data-shabat-5777-xls|dataset|2023-03-21|זמני הדלקת נרות שבת וחג לשנת התשע"ז|religion-office|No|NA|1|3|--|michal@dat.gov.il|המשרד לשירותי דת|other-open|Other (Open)|זמני הדלקת נרות שבת וחג לשנת התשע"ז
530|http-dat-gov-il-forms-data-shabat-5778-xls|dataset|2023-03-21|זמני הדלקת נרות שבת וחג לשנת התשע"ח|religion-office|No|NA|1|4|--|michal@dat.gov.il|המשרד לשירותי דת|other-open|Other (Open)|זמני הדלקת נרות שבת וחג לשנת התשע"ח
531|https-goo-gl-u7v4qv|dataset|2023-03-21|מיפוי מתקני ספורט בחיפה|haifa|No|NA|1|4|עיריית חיפה|yairt@haifa.muni.il|עיריית חיפה|||מיפוי מתקני ספורט בחיפה. מתעדכנת אחת לחודש.
532|https-main-knesset-gov-il-activity-legislation-laws-pages-lawlaws-aspx-t-lawlaws-st-lawlaws|dataset|2023-03-21|חוקי מדינת ישראל|knesset|No|NA|1|5|--|galib@knesset.gov.il|הכנסת|other-nc|Other (Non-Commercial)|מאגר הכולל את כל חוקי מדינת ישראל, כלומר החוקים שהסדירו לראשונה נושא מסוים. חוקי מדינת ישראל מוצגים בחלוקה לחוקים תקפים וחוקים לא תקפים. מאגר החקיקה הלאומי מציג לראשונה את הרשימה הכוללת של כל חוקי המדינה.
533|https-shirathayam-m-datit-org-il-pirsumnisuin|dataset|2023-03-21|לרשימת הנרשמים לנישואין|religion-office|No|NA|1|5|--|rivkimi@cio.gov.il|המשרד לשירותי דת|other-open|Other (Open)|
534|https-www-data-gov-il-dataset-682|dataset|2024-10-04|מפלס כנרת|water_authority|No|Day|1|8|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|אחר (פתוח)|מפלס כנרת משנת 1966 - נתונים יומיים המאפשרים לראות את השינוי במפלס הכנרת משנת 1966 ועד היום. מדידות רציפות של מפלס הכנרת קיימות משנת 1926. מפלס המים המקסימאלי אשר נמדד בכנרת עמד על 208.20- מטר ב- 27/01/69 ומפלס המינימום הגיע לרום של 214.87- מטר ב- 29/11/01. כיום רום זה הוא גם המפלס המינימאלי הקבוע בחוק.
535|https-www-data-gov-il-dataset-683|dataset|2024-10-04|מפלס ים המלח|water_authority|No|Month|1|8|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|אחר (פתוח)|נתונים חודשיים של מפלס ים המלח משנת 1976. בעשורים האחרונים יורד מפלס ים המלח בקצב של כמטר בשנה, כתוצאה ממניעה כמעט מוחלטת של כניסות מים מנהר הירדן (הקמת סכר דגניה בשנת 1964) ומהירמוך (הקמת סכרים על הירמוך בסוריה וירדן) וכן כתוצאה מפעולות אנטרופגניות כגון שאיבות בצד הישראלי והירדני (מפעלי ים המלח הישראליים והירדנים). ירידת מפלס זו הביאה לנזקים תשתיתיים ותיירותיים, הן בשל נסיגת קו החוף והן בשל היווצרות הבולענים (בורות עגולים ועמוקים הנוצרים בשל המסת סלעי מלח בעומק). הבולענים בחופי ים המלח הפכו למטרד תשתיתי הפוגע בכבישים, צינורות, בתי מלון ועוד. מדידות רשמיות של מפלסי ים המלח קיימות משנת 1900, אז עמד המפלס על רום של 392- מ' (לעומת מפלס של 424- מ' בדצמבר 2010). כיום, מדידות מפלס ים המלח מתבצעות באחריותו של השירות ההידרולוגי ברשות הממשלתית למים ולביוב.
536|https-www-gov-il-he-departments-general-traffic-enforcement-cameras|dataset|2023-03-21|מצלמות אכיפה (א-3)|ministry_of_internal_security|No|NA|2|7|--|marcr@mops.gov.il|המשרד לביטחון הפנים|||תכנית א-3 היא תכנית אכיפה אלקטרונית אוטומטית לאכיפת עבירות של נהיגה במהירות מופרזת ומעבר ברמזור אדום, וייעודה להביא לצמצום מספר תאונות הדרכים ומספר הנפגעים וההרוגים.מערכת א-3 מורכבת ממערכת מצלמות דיגיטליות המותקנות בכבישים ובצמתים שנבחרו לצורך צילום עבירות מהירות מופרזת או מעבר באור אדום. התצלום מועבר באופן אוטומטי למרכז השליטה ובקרה, לאחר מכן התצלום עובר בקרה אנושית על-ידי שוטר ולאחר אישורו מופק הדוח.
537|https-www-gov-il-he-departments-guides-police-vehicle-confiscation-chapterindex-2|dataset|2023-03-21|מגרשי החנייה לרכבים מושבתים|ministry_of_internal_security|No|NA|1|5|--|marcr@mops.gov.il|המשרד לביטחון הפנים|||בכל מקרה של השבתת כלי רכב, תתבצע ההשבתה במגרש אחסנה שיועד לכך ואשר עונה על הדרישות אותן קבעה משטרת ישראל ולאחר אישור ראש מחלקת התנועה של המשטרה.
538|https-www-haifa-muni-il-informationcity-documents-20-20-20-20-20-20-xls|dataset|2023-03-21|רשימת מדחנים בחיפה לפי רחובות עם חניה יומית/שעתית|haifa|No|NA|1|6|עיריית חיפה|yairt@haifa.muni.il|עיריית חיפה|||רשימת מדחנים בחיפה לפי רחובות עם חניה יומית/שעתית. מתעדכנת בתדירות חודשית.
539|https-www-haifa-muni-il-informationcity-documents-20-20-20-20-excel-xls|dataset|2023-03-21|אזורי שומה בארנונה חיפה|haifa|No|NA|1|6|עיריית חיפה|yairt@haifa.muni.il|עיריית חיפה|||קובץ אזורי שומה בארנונה. מתעדכן אחת לחודש.
540|https-www-haifa-muni-il-informationcity-pages-databasespublic-aspx|dataset|2023-03-21|בתי מלון בחיפה|haifa|No|NA|1|3|עיריית חיפה|yairt@haifa.muni.il|עיריית חיפה|||רשימת בתי מלון בחיפה. מתעדכנת בתדירות חודשית.
541|hvr|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון חברון|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
542|hydro_station|dataset|2024-10-01|רשימת תחנות הידרומטריות|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|רשימת תחנות תצפית של השרות ההידרולוגי (פעילות ולא פעילות כיום), המספקות נתונים הידרולוגיים מדודים.
543|hzf|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון הר צניפים|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
544|hzr|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
545|ica-changes|dataset|2024-10-04|פרטי שינויים בחברות ושותפויות|ministry_of_justice|No|Day|3|6|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|קובץ השינויים מכיל את פרטי השינויים האחרונים שנעשו בחברות ושותפויות המצויים בנתוני מאגר המידע של הרשות. קובץ השינויים יתעדכן בתדירות יומיומית ויכיל כל שינוי שנעשה בתאגיד עד שנה אחורה מהתאריך הנוכחי (תשלום אגרה שנה נוכחית, מידע על מגבלות ופרטים אישיים של בעל תפקיד וכן שינויים במידע מגורמים חיצוניים שמוצגים בנסח בפרק 'מידע נוסף על חברה' – לא מופיעים בדוח השינויים). השינוי יופיע כשורה בקובץ.אם בתאגיד לא נעשה שום שינוי בשנה האחרונה, התאגיד לא יופיע בקובץ השינויים.אם נעשה יותר משינוי אחד בתאגיד בשנה האחרונה, התאגיד יופיע בקובץ השינויים יותר מפעם אחת- כמספר סוגי השינויים שנעשו. הקובץ כולל את סוגי השינויים המפורטים בקישור הבא:https://content.justice.gov.il/Corporations/ica-datagov-changes.pdf
546|ica_companies|dataset|2024-10-04|מאגר חברות - רשם החברות|ministry_of_justice|No|Day|2|3|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|הקובץ מכיל את רשימת החברות הרשומות במרשם שמנהל רשם החברות כולל חברות בסטטוס: פעילה, פעילה/בפירוק - בכינוס נכסים, פעילה/בפירוק - הליך פשרה או הסדר/פירוק זמני, בפרוק מרצון, בפרוק ע"י בימ"ש, מחוקה, מחוסלת מרצון, חיסול ע"י בימ"ש, מחוסלת עקב מיזוג, פעילה זמנית, נגרעה מהמרשם.הקובץ כולל את מספר התאגיד, שם התאגיד, שם התאגיד באנגלית, סוג התאגיד, סטטוס התאגיד, תת סטטוס התאגיד, תיאור התאגיד, מטרת התאגיד, תאריך התאגדות, מגבלות, מפרה, דוח שנתי וכתובת.לפרטים אודות רישום והסרה של הערת חברה מפרה: https://www.gov.il/he/service/law_violationg_company
547|ica_partnerships|dataset|2024-10-04|מאגר שותפויות - רשם החברות|ministry_of_justice|No|Day|2|1|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|הקובץ מכיל את רשימת השותפויות הרשומות במרשם שמנהל רשם השותפויות כולל שותפויות בסטטוס: פעילה, בפרוק מרצון, בפרוק ע"י בימ"ש, מחוקה, מחוסלת מרצון, חיסול ע"י בימ"ש, שותפות מחוקה מרצון, שותפות מחוקה ע"י בימ"ש, מחוסלת עקב מיזוג, פעילה זמנית, פורקה מרצון, פורקה ע"י בימ"ש, מחוקה/פורקה.הקובץ מתעדכן אחת ליום וכולל את מספר התאגיד, שם התאגיד, שם התאגיד באנגלית, סוג התאגיד, סטטוס התאגיד, תאריך התאגדות וכתובת.
548|idea|dataset|2023-03-21|כותרים בספריית משרד החוץ|ministry_of_exterior|No|NA|1|3|--|illan@mfa.gov.il|משרד החוץ|||רשימת הספרים והמאמרים בספריית משרד החוץ
549|idg-platform|dataset|2023-03-21|ישראל דיגיטלית - קול קורא - פלטפורמות רוחביות (תמיכות ברשויות המקומיות) - תקצוב רשויות|socialequality|No|NA|1|15|--|andreib@mse.gov.il|המשרד לשוויון חברתי|other-open|Other (Open)|עידוד רשויות מקומיות להפעיל אמצעים דיגיטליים תשתיתיים ברמה נאותה, לצורך ייעול תהליכי העבודה ברשות המקומית ושיפור השירותים הניתנים לתושביה.
550|igudim_2024|dataset|2024-07-29|מודל איגודים מאושר לשנת 2024 – קובץ לפרסום להערות הציבור|culture_and_sports|No|NoUpdate|1|0|--|tmichotsport@most.gov.il|משרד התרבות והספורט|other-open|אחר (פתוח)|תמיכה באיגודי ספורט לשנת 2024 להערות הציבור
551|import_quotas|dataset|2024-09-22|נקודות מכירה ומחירים מרביים של מוצרי מזון מיובאים|moital|No|NotConstant|1|4|--|israel.vaks@economy.gov.il|משרד הכלכלה והתעשייה|other-open|אחר (פתוח)|כאן מוצגים מחירים מרביים ונקודות מכירה של מוצרי מזון המיובאים במסגרת מכסות פטורות ממכס של משרד הכלכלה. המחיר מוצג בשקלים וכולל מע"מ.המידע מוגש כשירות לציבור. בכל סתירה בין האמור בפרסום זה לבין המידע הקיים במשרד הכלכלה והתעשייה, יגבר האחרון.
552|ims_stat|dataset|2024-08-01|תחנות מטאורולוגיות - מגבלות בניה|ministry_of_transport|No|NotConstant|4|6|--|GOLDO@MOT.GOV.IL|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|תחום מגבלות הבניה סביב תחנות מדידת מזג אויר של השירות המטאורולוגי
553|industrial|dataset|2023-03-21|תחום אזורי תעשיה תעסוקה|ministry_of_transport|Yes|NotConstant|4|5|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|Other (Open)|שכבה של אזורי תעשיה/תעסוקה בארץ. השכבה מכילה את תחום קו כחול של האזור, שטח ברוטו של האזור, שטח נטו לתעשיה, שטח נטו לתעסוקה ומספר תב"ע שקובעת לפי התב"ע דומיננטית בתכנית. מקור הנתונים: משרד הכלכלה- איסוף נתונים מתוך תצ"אות, מערכת מבא"ת, רמ"י ומערכת הקצאת קרקע של משרד הכלכלה.
554|industrialareas|dataset|2023-03-21|אזורי תעשייה הנדרשים בביצוע סקר קרקע|ministry_of_the_environment|No|NA|2|2|--|pniot@sviva.gov.il|המשרד להגנת הסביבה|||השכבה כוללת פוליגונים של אזורים חשודים כמזוהמים:  אזורי תעשייה לשעבר, אזורי תעשייה פעילים, אזורים בהם הייתה הטמנה של פסולת, בריכות מט"ש , חוות מיכלים ועוד.המפה מבוססת על דו"ח "הערכת עלויות ארצית של סקירה וטיפול בקרקעות מזוהמות", אשר זמין באתר המשרד להגנת הסביבה: https://www.gov.il/he/departments/guides/what_is_contaminated_soil?chapterIndex=4מתוך העבודה נוצרה המפה. שימו לב - המפה אינה כוללת בסיסי צה"ל, מפעלים בטחוניים ותחנות תדלוק.
555|industrial-zones-info|dataset|2024-10-04|רשימת איזורי תעשייה|moital|No|Times in day|1|3|--|israel.vaks@economy.gov.il|משרד הכלכלה והתעשייה|other-open|אחר (פתוח)|לפניכם מידע ראשוני אודות אזורי התעשייה בהם מטפל המנהל לאזורי תעשייה (איזורי עדיפות לאומית), בין היתר תמצאו מידע על מיקום פארק התעשייה, זמינות המגרשים וגודלם ודוגמא למפעלים הקיימים.
556|infrastructures2017|dataset|2023-03-21|תשתית לצמיחה 2017 - התכנית הרב שנתית לפיתוח תשתיות|pmo|No|NA|1|0|--|urid@pmo.gov.il|משרד ראש הממשלה |||קובץ זה מציג את הפרויקטים המופיעים בתכנית הרב שנתית לפיתוח תשתיות של מדינת ישראל לשנים 2017-2021. התכנית כוללת רשימה של פרויקטי תשתית, שעלותם 100 מיליון ש”ח ויותר ושהקמתם צפויה להתחיל בין השנים 2017-2021.הפרויקטים המוצגים הינם פרויקטים פיזיים בביצוע, בתקצוב או באישור משרדי הממשלה ויחידות הסמך. פרויקטים המוצגים בתכנית זו הם כאלו אשר אושרו בהחלטת ממשלה או בסיכום של הגורמים המוסמכים לאשרם.
557|inspectors_fire_extinguishers|dataset|2024-09-04|רשימת מבקרים ותחזוקאי מטפים מורשים|firefightingcommission|No|NotConstant|1|3|--|adias@102.gov.il|כבאות והצלה לישראל|other-open|אחר (פתוח)|1. רשימת המבקרים ותחזוקאי המטפים המורשים המפורסמת בזאת, מפרטת את פרטי התחזוקאים ומבקרי המטפים העומדים בתקן ישראלי 129 חלק 1 ותקן ישראלי 129 חלק 2 (להלן, יחד – "ת"י 129"), ממועד פרסום נוהל הגשה וטיפול בבקשה להרשאה של מבקר שנתי / תחזוקאי מטפים מאושר (12.4.2021) (להלן – הנוהל). 2. מבקר או תחזוקאי מטפים שניתנה לו הרשאה במועד שלאחר פרסום הנוהל (13.4.2021 ואילך) ושמו אינו נכלל ברשימה, רשאי לפנות לרשות הארצית לכבאות והצלה בדוא"ל matpim@102.gov.il , בצירוף ההרשאה שניתנה בעניינו. 3. מבקר או תחזוקאי מטפים שניתנה לו הרשאה במועד שחל עד ליום פרסום הנוהל (עד ליום 12.4.2021) ושמו אינו נכלל ברשימה, רשאי להגיש בקשת הרשאה למבקר שנתי / תחזוקאי מטפים, בהתאם להוראות הנוהל. 4. מבקר או תחזוקאי המעוניין ששמו יוסר מהרשימה המפורסמת באתר, רשאי לפנות לרשות הארצית לכבאות והצלה בדוא"ל matpim@102.gov.il5. לתשומת לבכם, עליכם להקפיד להתעדכן בכלל הוראות ת"י 129, לרבות לעניין תנאי ההסמכה.
558|installed-filters|dataset|2023-03-21|מסנני חלקיקים מותקנים בכלי רכב|ministry_of_the_environment|No|NA|2|3|--|alexey@sviva.gov.il|המשרד להגנת הסביבה|||מאגר המכיל נתונים אודות מסננים ופילטרים המותקנים ברכבים מתוך מאגר רכבי דיזל מזהמים. רכב בו הותקן מסנן חלקיקים אינו נחשב לרכב מזהם
559|insurance|dataset|2024-10-04|ביטוח-נט|cma|No|Day|4|9|--|eladl@mof.gov.il|רשות שוק ההון, ביטוח וחיסכון|||מאגר זה מכיל דיווחים היסטוריים חודשיים של חברות הביטוח כפי שדווחו על ידי חברות הביטוח ומוצגים באתר הביטוח נט. מידע זה מדווח לרשות שוק ההון, ביטוח וחיסכון ומפורסם לציבור לצורך מדידה והשוואת נתונים בין פוליסות ביטוח החיים השונות.
560|interchange_areas|dataset|2024-08-01|שטחים כלואים במחלפים|ministry_of_transport|No|NotConstant|4|7|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|שטחים אשר כלואים ברמפות של מחלפים ונבחנים לשימוש כתשתית תחבורתית
561|internallist|dataset|2023-11-28|רשימה פנימית|gov-il|No|NoUpdate|1|0|--|tomers@digital.gov.il|GOV|other-open|Other (Open)|רשימה פנימית
562|intershiplabs|dataset|2023-03-21|מעבדות מוכרות לסטאז' - משרד הבריאות|ministry-health|No|NA|1|6|--|eszter.somos@moh.gov.il|משרד הבריאות|||רשימת המעבדות המוכרות לצורך העברת סטאז' לעובדי מעבדה רפואית.מידע נוסף אודות מעבדות מוכרות לסטאז' באתר משרד הבריאות: https://www.health.gov.il/UnitsOffice/HD/PH/LabDept/Pages/Stague.aspx
563|ipc|dataset|2024-10-04|סיווגי IPC|ministry_of_justice|No|Day|2|2|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|סיווגים בינלאומיים  International Patent Classifications, המיועדים לסווג  את בקשות הפטנט לסוגים ותתי סוגים.
564|iplan-itur-tochnit|dataset|2023-03-21|מידע תכנוני של מינהל התכנון (אתר הצפייה)|iplan|No|NA|1|10|--|Mavat@iplan.gov.il|מינהל התכנון |||מערכת הצפייה כוללת מידע מפורט ומתעדכן עבור תכניות מתאר, עררים, ישיבות מוסדות תכנון ועוד. מינהל התכנון מנגיש לציבור מידע מלא עבור כל תכנית וישות תכנונית: מסמכי התכנית הסטטוטוריים, מידע כמותי, שכבות מידע גיאוגרפיות, תאריכים חשובים, תיעודי ישיבות והחלטות.
565|iron-branches|dataset|2024-09-18|סניפי ברזל|moital|No|NotConstant|1|0|--|israel.vaks@economy.gov.il|משרד הכלכלה והתעשייה|other-open|אחר (פתוח)|רשימת "סניפי ברזל" של סופרים שיהיו פתוחים בעת חרום.
566|israel-dialing-plan|dataset|2024-07-30|Israel Dialing Plan – Within Israel - רשימת מספרי טלפון לשירותים ארציים|tikshoret|No|NotConstant|2|2|--|numbering@moc.gov.il|משרד התקשורת|other-open|אחר (פתוח)|רשימה זו מאגדת את מספרי הטלפון לשירותים ארציים המתחילים בספרה "1" וכוללת בין היתר את המספרים המקוצרים בני 3 ו-4 ספרות שהוקצו על ידי משרד התקשורת למוקדי חירום, מצוקה ורווחה, מספרים מקוצרים נוספים ואזורי חיוג לשירות (כגון: 1599, 1700, 1800 ועוד). בנוסף הרשימה כוללת את קידומות החיוג הבינלאומיות של מפעילי התקשורת השונים.עבור תכנית מספור שירותי טלפונייה – https://www.gov.il/he/Departments/policies/number_policyעבור מספור שירותי טלפונייה באתר משרד התקשורת –https://www.gov.il/he/departments/topics/numbering_telephony_services/govil-landing-page
567|israel_fire_rescue_stations|dataset|2024-05-02|תחנות כיבוי|firefightingcommission|No|NotConstant|6|4|--|adias@102.gov.il|כבאות והצלה לישראל|other-open|אחר (פתוח)|רשימת תחנות הכיבוי הפרוסות בארץ
568|israel-numbering-plan|dataset|2024-07-30|Israel Numbering Plan|tikshoret|No|NotConstant|2|2|--|numbering@moc.gov.il|משרד התקשורת|cc-by|Creative Commons Attribution|The list of ITU-T E.164 numbering assignments assigned to authorized providers registered to provide telephony services by the Ministry of Communications of Israel.
569|israel_rain_areas_for_planning|dataset|2023-03-21|אזורי גשם לתכנון|iplan|No|NoUpdate|1|9|--|jonas@iplan.gov.il|מינהל התכנון |other-open|Other (Open)|שכבה פלויגונלית של אזורי גשם, הנדרשת לטובת איתור אזור הגשם בו חלה התכנית, המספק את נתוני הגשם היממתי, והינו אחד מהנתונים הנדרשים לחישוב יעד ניהול נגר לתכנית באמצעות מחשבון יעד ניהול נגר.למידע נוסף: https://www.gov.il/he/departments/general/upper_runoff
570|israel-state-archives-catalog|dataset|2024-04-17|קטלוג התיקים של ארכיון המדינה|archives|No|Year|1|2|--|salem@archives.gov.il|ארכיון המדינה|other-open|אחר (פתוח)|רשימת כותרות תיקים ארכיוניים של מוסדות המדינה, שמופקדים בארכיון המדינה
