n|rsc|name|tag|tagId
553|maaleadumimpublicbuildings|maaleedumim|עירייה|--
554|mactzavot|maaleedumim|אזורי תעשייה|--
554|mactzavot|maaleedumim|מחצבות|--
555|madbirim|ministry_of_the_environment|אנשי מקצוע|--
555|madbirim|ministry_of_the_environment|הדברה|--
555|madbirim|ministry_of_the_environment|מדבירים|--
555|madbirim|ministry_of_the_environment|מזיקים|--
555|madbirim|ministry_of_the_environment|סביבה|--
556|maflasmultiannual|ministry_of_the_environment|הגנת הסביבה|--
556|maflasmultiannual|ministry_of_the_environment|פליטה|--
557|maflasmultiannualforzover|ministry_of_the_environment|הגנת הסביבה|--
557|maflasmultiannualforzover|ministry_of_the_environment|פליטה|--
558|mahirlair_city|ministry_of_transport|GIS|--
558|mahirlair_city|ministry_of_transport|אוטובוס|--
558|mahirlair_city|ministry_of_transport|מהיר לעיר|--
558|mahirlair_city|ministry_of_transport|ממג|--
558|mahirlair_city|ministry_of_transport|נתיבי העדפה|--
558|mahirlair_city|ministry_of_transport|עירוני|--
559|mahirlair_intercity|ministry_of_transport|GIS|--
559|mahirlair_intercity|ministry_of_transport|אוטובוס|--
559|mahirlair_intercity|ministry_of_transport|בינעירוני|--
559|mahirlair_intercity|ministry_of_transport|מהיר לעיר|--
559|mahirlair_intercity|ministry_of_transport|ממג|--
559|mahirlair_intercity|ministry_of_transport|נתיבי העדפה|--
560|mahozot|ministry_of_the_environment|סביבה|--
561|mamtziim_patents|ministry_of_justice|ממציאים לבקשות פטנט|--
561|mamtziim_patents|ministry_of_justice|משרד המשפטים|--
561|mamtziim_patents|ministry_of_justice|פטנטים|--
562|mandatory-standards|moital|כלכלה|--
562|mandatory-standards|moital|תקנים רשמיים|--
563|manpowerconstructors|labor|זרוע העבודה|--
563|manpowerconstructors|labor|כוח אדם|--
563|manpowerconstructors|labor|מורשים|--
563|manpowerconstructors|labor|קבלני|--
563|manpowerconstructors|labor|קבלנים|--
564|marks|ministry_of_justice|סמני מסחר כולל דמות|--
565|mashkonot|ministry_of_justice|משכונות|--
565|mashkonot|ministry_of_justice|משרד המשפטים|--
565|mashkonot|ministry_of_justice|רשם החברות|--
566|mashlima2023|ministry_of_transport|2023|--
566|mashlima2023|ministry_of_transport|GIS|--
566|mashlima2023|ministry_of_transport|HOV|--
566|mashlima2023|ministry_of_transport|gis|--
566|mashlima2023|ministry_of_transport|חצב|--
566|mashlima2023|ministry_of_transport|ממג|--
566|mashlima2023|ministry_of_transport|נרת|--
566|mashlima2023|ministry_of_transport|תכנית משלימה|--
567|mataan_ashkelon|ministry_of_transport|2040|--
567|mataan_ashkelon|ministry_of_transport|gis|--
567|mataan_ashkelon|ministry_of_transport|אשקלון|--
567|mataan_ashkelon|ministry_of_transport|הסעת המונים|--
567|mataan_ashkelon|ministry_of_transport|חצב|--
567|mataan_ashkelon|ministry_of_transport|ממג|--
567|mataan_ashkelon|ministry_of_transport|מתען|--
567|mataan_ashkelon|ministry_of_transport|תחבורה ציבורית|--
567|mataan_ashkelon|ministry_of_transport|תחצ|--
569|matash|ministry_of_the_environment|אתרים סביבתיים|--
569|matash|ministry_of_the_environment|טיהור שפכים|--
569|matash|ministry_of_the_environment|סביבה|--
569|matash|ministry_of_the_environment|שפכים|--
570|max_discharge|water_authority|ספיקה|--
570|max_discharge|water_authority|רשות המים|--
570|max_discharge|water_authority|רשות המים והביוב|--
570|max_discharge|water_authority|תחנות הידרומטריות|--
571|maxdischarge_yearlyvolume|water_authority|water|--
571|maxdischarge_yearlyvolume|water_authority|הידרומטריה|--
571|maxdischarge_yearlyvolume|water_authority|מים|--
571|maxdischarge_yearlyvolume|water_authority|ספיקה|--
571|maxdischarge_yearlyvolume|water_authority|רשות המים|--
571|maxdischarge_yearlyvolume|water_authority|תחנה הידרומטרית|--
572|max_min_longtermforecast|meteorological_service|השירות המטאורולוגי|--
573|mazon|rabanot|איכות מזון|--
573|mazon|rabanot|גוף כשרות|--
573|mazon|rabanot|חומרי גלם|--
573|mazon|rabanot|כשרות|--
573|mazon|rabanot|מוצר|--
573|mazon|rabanot|מוצרי מזון|--
573|mazon|rabanot|מזון|--
573|mazon|rabanot|מיובאים|--
573|mazon|rabanot|רבנות|--
574|mdn-status|ministry_of_exterior|מדינות|--
574|mdn-status|ministry_of_exterior|משרד החוץ|--
574|mdn-status|ministry_of_exterior|סטטוס יחסים|--
575|measlescoverage|ministry-health|בריאות|--
575|measlescoverage|ministry-health|חיסונים|--
575|measlescoverage|ministry-health|חצב|--
575|measlescoverage|ministry-health|מחלו|--
575|measlescoverage|ministry-health|מחלו זיהומיו|--
575|measlescoverage|ministry-health|משרד הבריאו|--
576|mechir-lamishtaken|ministry_of_housing|בינוי|--
576|mechir-lamishtaken|ministry_of_housing|דיור|--
576|mechir-lamishtaken|ministry_of_housing|דירה בהנחה|--
576|mechir-lamishtaken|ministry_of_housing|מחיר למשתכן|--
576|mechir-lamishtaken|ministry_of_housing|שיכון|--
578|mehir_yevuan|ministry_of_transport|כלי רכב|--
578|mehir_yevuan|ministry_of_transport|משרד התחבורה|--
578|mehir_yevuan|ministry_of_transport|רכב|--
578|mehir_yevuan|ministry_of_transport|תחבורה|--
579|membership-in-liquidation|ministry_of_justice|משרד המשפטים|--
580|mentalhealthclinics|ministry-health|בריאות|--
580|mentalhealthclinics|ministry-health|בריאות הנפש|--
580|mentalhealthclinics|ministry-health|בריאות ורווחה|--
580|mentalhealthclinics|ministry-health|מוסדות רפואיים|--
580|mentalhealthclinics|ministry-health|מרפאות בריאות נפש|--
580|mentalhealthclinics|ministry-health|משרד הבריאות|--
581|meonotyommaaleadumim|maaleedumim|חינוך|--
581|meonotyommaaleadumim|maaleedumim|מעונות יום|--
581|meonotyommaaleadumim|maaleedumim|רווחה|--
582|merchav_tichnun|iplan|וועדות|--
582|merchav_tichnun|iplan|וועדות תכנון|--
582|merchav_tichnun|iplan|ועדה לתכנון ולבניה|--
582|merchav_tichnun|iplan|מרחב תכנון|--
582|merchav_tichnun|iplan|מרחבי תכנון|--
583|merhavironi|ministry_of_transport|GIS|--
583|merhavironi|ministry_of_transport|חצב|--
583|merhavironi|ministry_of_transport|ממג|--
583|merhavironi|ministry_of_transport|מרחבים עירוניים|--
583|merhavironi|ministry_of_transport|תחבורה ציבורית|--
584|metachnenim|ministry_of_housing|וועדות תכנון|--
584|metachnenim|ministry_of_housing|מאגר|--
584|metachnenim|ministry_of_housing|מודדים|--
584|metachnenim|ministry_of_housing|משרד השיכון|--
584|metachnenim|ministry_of_housing|מתכננים|--
585|metadata|meteorological_service|גשם|--
585|metadata|meteorological_service|הומוגני|--
585|metadata|meteorological_service|טמפרטורה|--
586|metavhim|ministry_of_justice|משרד המשפטים|--
586|metavhim|ministry_of_justice|מתווכים פעילים|--
587|metrofan|ministry_of_transport|gis|--
587|metrofan|ministry_of_transport|אופניים|--
587|metrofan|ministry_of_transport|חיפה|--
587|metrofan|ministry_of_transport|חצב|--
587|metrofan|ministry_of_transport|טירת הכרמל|--
587|metrofan|ministry_of_transport|ממג|--
587|metrofan|ministry_of_transport|נשר|--
587|metrofan|ministry_of_transport|קריות|--
587|metrofan|ministry_of_transport|רשת שבילים|--
587|metrofan|ministry_of_transport|תכנית אב|--
588|metro_line|ministry_of_transport|GIS|--
588|metro_line|ministry_of_transport|METRO|--
588|metro_line|ministry_of_transport|הסעת המונים|--
588|metro_line|ministry_of_transport|מטרו|--
588|metro_line|ministry_of_transport|מטרופולין תל אביב|--
588|metro_line|ministry_of_transport|ממג|--
588|metro_line|ministry_of_transport|קווים|--
589|metronit|ministry_of_transport|GIS|--
589|metronit|ministry_of_transport|חצב|--
589|metronit|ministry_of_transport|מטרונית|--
589|metronit|ministry_of_transport|ממג|--
589|metronit|ministry_of_transport|קווים|--
589|metronit|ministry_of_transport|תחבורה ציבורית|--
590|metro_stat|ministry_of_transport|GIS|--
590|metro_stat|ministry_of_transport|METRO|--
590|metro_stat|ministry_of_transport|מטרו|--
590|metro_stat|ministry_of_transport|מטרופולין תל אביב|--
590|metro_stat|ministry_of_transport|ממג|--
590|metro_stat|ministry_of_transport|תחנות|--
591|mevakshimpatents|ministry_of_justice|משפטים|--
592|mfaamanot|ministry_of_exterior|משרד החוץ|--
593|mfa_un|ministry_of_exterior|אום|--
595|mhamad-hahisha|socialequality|אישה|--
595|mhamad-hahisha|socialequality|מעמד|--
595|mhamad-hahisha|socialequality|מעמד האישה|--
595|mhamad-hahisha|socialequality|קול|--
595|mhamad-hahisha|socialequality|קול קורא|--
595|mhamad-hahisha|socialequality|קורא|--
595|mhamad-hahisha|socialequality|רשויות|--
596|miflas2012|ministry_of_the_environment|זיהום אוויר|--
596|miflas2012|ministry_of_the_environment|מפעלים|--
596|miflas2012|ministry_of_the_environment|סביבה|--
596|miflas2012|ministry_of_the_environment|פליטות|--
596|miflas2012|ministry_of_the_environment|פסולת|--
596|miflas2012|ministry_of_the_environment|שפכים|--
597|miflas2013|ministry_of_the_environment|זיהום אוויר|--
597|miflas2013|ministry_of_the_environment|מפעלים|--
597|miflas2013|ministry_of_the_environment|סביבה|--
597|miflas2013|ministry_of_the_environment|פליטות|--
597|miflas2013|ministry_of_the_environment|פסולת|--
597|miflas2013|ministry_of_the_environment|שפכים|--
598|miflas2014|ministry_of_the_environment|זיהום אוויר|--
598|miflas2014|ministry_of_the_environment|מפעלים|--
598|miflas2014|ministry_of_the_environment|סביבה|--
598|miflas2014|ministry_of_the_environment|פליטות|--
598|miflas2014|ministry_of_the_environment|פסולת|--
598|miflas2014|ministry_of_the_environment|שפכים|--
601|miflas2017|ministry_of_the_environment|זיהום אוויר|--
601|miflas2017|ministry_of_the_environment|מפעלים|--
601|miflas2017|ministry_of_the_environment|מרשם הפליטות לסביבה|--
601|miflas2017|ministry_of_the_environment|סביבה|--
601|miflas2017|ministry_of_the_environment|פליטות|--
601|miflas2017|ministry_of_the_environment|פסולת|--
601|miflas2017|ministry_of_the_environment|שפכים|--
602|mile_post|ministry_of_transport|GIS|--
602|mile_post|ministry_of_transport|MILEPOST|--
602|mile_post|ministry_of_transport|כביש|--
602|mile_post|ministry_of_transport|ממג|--
602|mile_post|ministry_of_transport|ציון דרך|--
603|mimshakim_2023|ministry_of_transport|2023|--
603|mimshakim_2023|ministry_of_transport|GIS|--
603|mimshakim_2023|ministry_of_transport|אגף תכנון|--
603|mimshakim_2023|ministry_of_transport|מטרופולין תל אביב|--
603|mimshakim_2023|ministry_of_transport|ממג|--
603|mimshakim_2023|ministry_of_transport|ממשקים|--
604|mimshakim_2030|ministry_of_transport|2030|--
604|mimshakim_2030|ministry_of_transport|GIS|--
604|mimshakim_2030|ministry_of_transport|אגף תכנון|--
604|mimshakim_2030|ministry_of_transport|ממג|--
604|mimshakim_2030|ministry_of_transport|ממשקים|--
605|misgadim|interior_affairs|mosque|--
605|misgadim|interior_affairs|מסגד|--
605|misgadim|interior_affairs|מסגדים|--
606|mishmoret|ministry_of_justice|משמורת|--
606|mishmoret|ministry_of_justice|משרד המשפטים|--
607|mishtatef|cma|אוצר וכלכלה|--
607|mishtatef|cma|השקעות|--
607|mishtatef|cma|נייר ערך בודד|--
607|mishtatef|cma|ענפי מסחר|--
607|mishtatef|cma|רשימות נכסים|--
607|mishtatef|cma|רשימת נכס בודד|--
607|mishtatef|cma|שווי הוגן|--
607|mishtatef|cma|שווי שוק|--
608|misradei_hakirot|ministry_of_justice|חקירות|--
611|moadoniot|maaleedumim|גני ילדים|--
611|moadoniot|maaleedumim|חינוך|--
611|moadoniot|maaleedumim|מעדוניות|--
613|modedim|israel_mapping_center|המרכז למיפוי ישראל|--
613|modedim|israel_mapping_center|מדידות|--
613|modedim|israel_mapping_center|מודדים|--
614|mohalim-list|rabanot|בריתות|--
614|mohalim-list|rabanot|מוהל|--
614|mohalim-list|rabanot|מוהל מוסמך|--
614|mohalim-list|rabanot|מוהלים|--
614|mohalim-list|rabanot|מוהלים מוסמכים|--
614|mohalim-list|rabanot|רבנות|--
614|mohalim-list|rabanot|רשימת מוהלים|--
615|moj-amutot|ministry_of_justice|משרד המשפטים|--
616|mokdey_teunot-drachim_2018|lamas|תאונות דרכים|--
616|mokdey_teunot-drachim_2018|lamas|תאונות דרכים עם נפגים|--
616|mokdey_teunot-drachim_2018|lamas|תחבורה|--
620|molsa-homeless-units|ministry_of_social_affairs|בריאו ורווחה|--
620|molsa-homeless-units|ministry_of_social_affairs|דרי רחוב|--
622|molsa-outerhomes-elderly|ministry_of_social_affairs|בריאות ורווחה|--
622|molsa-outerhomes-elderly|ministry_of_social_affairs|בתי אבות|--
622|molsa-outerhomes-elderly|ministry_of_social_affairs|משרד הרווחה|--
624|molsa-outerhomes-elderly-vacation|ministry_of_social_affairs|אזרחים וותיקים|--
624|molsa-outerhomes-elderly-vacation|ministry_of_social_affairs|בריאות ורווחה|--
624|molsa-outerhomes-elderly-vacation|ministry_of_social_affairs|נופשונים|--
629|molsa-social-departmentsd-list-ar|ministry_of_social_affairs|בריאות ורווחה|--
629|molsa-social-departmentsd-list-ar|ministry_of_social_affairs|משרד הרווחה|--
632|molsa-volunteering-coordinators|ministry_of_social_affairs|בריאות ורווחה|--
632|molsa-volunteering-coordinators|ministry_of_social_affairs|התנדבות|--
632|molsa-volunteering-coordinators|ministry_of_social_affairs|רשויות|--
632|molsa-volunteering-coordinators|ministry_of_social_affairs|רשויות מקומיות|--
633|monthly-statistics|social_security|אוכלוסיה|--
633|monthly-statistics|social_security|אוצר וכלכלה|--
633|monthly-statistics|social_security|הלשכה המרכזית לסטטיסטיקה|--
634|mops-gov-il|ministry_of_internal_security|כבאות והצלה|--
634|mops-gov-il|ministry_of_internal_security|מדד אלימות|--
634|mops-gov-il|ministry_of_internal_security|מחקרים|--
634|mops-gov-il|ministry_of_internal_security|משטרת ישראל|--
634|mops-gov-il|ministry_of_internal_security|משמר הגבול|--
634|mops-gov-il|ministry_of_internal_security|סקרים|--
634|mops-gov-il|ministry_of_internal_security|עמדות הציבור|--
634|mops-gov-il|ministry_of_internal_security|שביעות רצון|--
634|mops-gov-il|ministry_of_internal_security|שירות בתי הסוהר|--
635|moreh-dereh-eng|ministry_of_tourism|אוכלוסיה|--
635|moreh-dereh-eng|ministry_of_tourism|מורי דרך|--
635|moreh-dereh-eng|ministry_of_tourism|משרד התיירות|--
635|moreh-dereh-eng|ministry_of_tourism|תיירות|--
636|mosdot|ministry_of_education|משרד החינוך|--
638|motorcycle|ministry_of_transport|כלי רכב|--
638|motorcycle|ministry_of_transport|משרד התחבורה|--
638|motorcycle|ministry_of_transport|רכב|--
638|motorcycle|ministry_of_transport|תחבורה|--
639|mrl|ministry_of_agriculture|בריאות|--
639|mrl|ministry_of_agriculture|חומרי הדברה|--
639|mrl|ministry_of_agriculture|חקלאות|--
639|mrl|ministry_of_agriculture|מזון|--
639|mrl|ministry_of_agriculture|סביבה|--
643|municipal-corporations|interior_affairs|בעלי שליטה|--
643|municipal-corporations|interior_affairs|תאגיד|--
643|municipal-corporations|interior_affairs|תאגיד עירוני|--
644|municipal_indices|pmo|דוחות מבוקרים|--
644|municipal_indices|pmo|מדדים|--
644|municipal_indices|pmo|מדדים מונציפלים|--
644|municipal_indices|pmo|מוניצפאלי|--
644|municipal_indices|pmo|משרד הפנים|--
644|municipal_indices|pmo|נתוני הלמס|--
644|municipal_indices|pmo|רשויות מקומיות|--
645|musachim|ministry_of_transport|משרד התחבורה|--
645|musachim|ministry_of_transport|רכב|--
645|musachim|ministry_of_transport|תחבורה|--
646|my-bills|knesset|בהכנה בוועדה|--
646|my-bills|knesset|הכנסת|--
646|my-bills|knesset|הנחה במליאה|--
646|my-bills|knesset|הצעות חוק|--
646|my-bills|knesset|חקיקה|--
646|my-bills|knesset|כנסת|--
646|my-bills|knesset|לדיון במליאה|--
646|my-bills|knesset|קריאה ראשונה|--
646|my-bills|knesset|קריאה שלישית|--
646|my-bills|knesset|קריאה שנייה|--
647|my-dataest|science-and-technology|משרד המדע|--
648|my_dataset|religion-office|הדלקת נרות|--
648|my_dataset|religion-office|חג|--
648|my_dataset|religion-office|שבת|--
649|my-dataset2|science-and-technology|משרד המדע|--
650|my-dataset3|science-and-technology|משרד המדע|--
651|my-dataset4|science-and-technology|משרד המדע|--
652|my-dataset5|culture_and_sports|משרד התרבות והספורט|--
654|n2r|ministry_of_transport|משיטים וימאים|--
654|n2r|ministry_of_transport|משרד התחבורה|--
654|n2r|ministry_of_transport|ספנות ונמלים|--
654|n2r|ministry_of_transport|תחבורה|--
655|nataz_completion|ministry_of_transport|gis|--
655|nataz_completion|ministry_of_transport|השלמה|--
655|nataz_completion|ministry_of_transport|חצב|--
655|nataz_completion|ministry_of_transport|ממג|--
655|nataz_completion|ministry_of_transport|נתיבי העדפה|--
655|nataz_completion|ministry_of_transport|תחבורה ציבורית|--
656|nataz_kayam|ministry_of_transport|GIS|--
656|nataz_kayam|ministry_of_transport|אוטובוס|--
656|nataz_kayam|ministry_of_transport|ממג|--
656|nataz_kayam|ministry_of_transport|נתיבי העדפה|--
656|nataz_kayam|ministry_of_transport|נתצ|--
657|nataz_planned|ministry_of_transport|GIS|--
657|nataz_planned|ministry_of_transport|אוטובוס|--
657|nataz_planned|ministry_of_transport|ממג|--
657|nataz_planned|ministry_of_transport|נתיבי העדפה|--
657|nataz_planned|ministry_of_transport|נתצ|--
658|nataz_strategic|ministry_of_transport|חצב|--
658|nataz_strategic|ministry_of_transport|משרד התחבורה|--
658|nataz_strategic|ministry_of_transport|נתיבי העדפה|--
658|nataz_strategic|ministry_of_transport|תכנית אסטרטגית|--
659|national-service-numbering-range|tikshoret|מספור שירותי טלפוניה|--
659|national-service-numbering-range|tikshoret|משרד התקשורת|--
660|nativ|nativ|חוק השבות|--
660|nativ|nativ|לשכת הקשר|--
660|nativ|nativ|מחלקת עלייה|--
660|nativ|nativ|מרכז תרבות|--
660|nativ|nativ|נתיב|--
660|nativ|nativ|קונסולר|--
661|nature-reservesmaaleadumim|maaleedumim|טבע|--
661|nature-reservesmaaleadumim|maaleedumim|טיולים|--
661|nature-reservesmaaleadumim|maaleedumim|שמורות טבע|--
662|nechasimb|cma|אוצר וכלכלה|--
662|nechasimb|cma|ביטוח|--
662|nechasimb|cma|גופים מוסדיים|--
662|nechasimb|cma|השקעות|--
662|nechasimb|cma|נכס בודד|--
662|nechasimb|cma|פירוט נכסים|--
662|nechasimb|cma|רשות שוק ההון|--
663|nechasimg|cma|אוצר וכלכלה|--
663|nechasimg|cma|גופים מוסדיים|--
663|nechasimg|cma|גמל|--
663|nechasimg|cma|השקעות|--
663|nechasimg|cma|נכס בודד|--
663|nechasimg|cma|פירוט נכסים|--
663|nechasimg|cma|רשות שוק ההון|--
664|nechasimp|cma|אוצר וכלכלה|--
664|nechasimp|cma|גופים מוסדיים|--
664|nechasimp|cma|השקעות|--
664|nechasimp|cma|נכס בודד|--
664|nechasimp|cma|פירוט נכסים|--
664|nechasimp|cma|פנסיה|--
664|nechasimp|cma|רשות שוק ההון|--
666|nitrogen_oxides|ministry_of_the_environment|זיהום אוויר|--
666|nitrogen_oxides|ministry_of_the_environment|מחצבות|--
666|nitrogen_oxides|ministry_of_the_environment|סביבה|--
666|nitrogen_oxides|ministry_of_the_environment|פליטות|--
666|nitrogen_oxides|ministry_of_the_environment|תעשיה|--
667|nitur-yamit|ministry_of_the_environment|זיהום|--
667|nitur-yamit|ministry_of_the_environment|חופים|--
667|nitur-yamit|ministry_of_the_environment|ים|--
667|nitur-yamit|ministry_of_the_environment|ניטור ימית|--
667|nitur-yamit|ministry_of_the_environment|סביבה|--
667|nitur-yamit|ministry_of_the_environment|שפכים|--
669|nmvoc|ministry_of_the_environment|זיהום אוויר|--
669|nmvoc|ministry_of_the_environment|מחצבות|--
669|nmvoc|ministry_of_the_environment|סביבה|--
669|nmvoc|ministry_of_the_environment|פליטות|--
669|nmvoc|ministry_of_the_environment|תעשיה|--
670|noise-duration|ministry_of_the_environment|דציבל|--
670|noise-duration|ministry_of_the_environment|דציבלים|--
670|noise-duration|ministry_of_the_environment|חוק למניעת מפגעים|--
670|noise-duration|ministry_of_the_environment|מפגע רעש|--
670|noise-duration|ministry_of_the_environment|מפלס רעש|--
670|noise-duration|ministry_of_the_environment|רעש|--
670|noise-duration|ministry_of_the_environment|רעש בלתי סביר|--
670|noise-duration|ministry_of_the_environment|רעש בסביבת מגורים|--
670|noise-duration|ministry_of_the_environment|רעש ממזגנים|--
670|noise-duration|ministry_of_the_environment|רעש ממפעלים|--
670|noise-duration|ministry_of_the_environment|רעש סביבתי|--
670|noise-duration|ministry_of_the_environment|תקנות|--
670|noise-duration|ministry_of_the_environment|תקנות התש''ן 1990|--
671|noshmim-lervacha|ministry_of_social_affairs|בריאות ורווחה|--
671|noshmim-lervacha|ministry_of_social_affairs|משרד הרווחה|--
672|notary|ministry_of_justice|משרד המשפטים|--
672|notary|ministry_of_justice|נוטריונים|--
672|notary|ministry_of_justice|רשימת הנוטריונים|--
674|nti_taba|ministry_of_transport|GIS|--
674|nti_taba|ministry_of_transport|דרכים|--
674|nti_taba|ministry_of_transport|ממג|--
674|nti_taba|ministry_of_transport|נתיבי ישראל|--
674|nti_taba|ministry_of_transport|תבע|--
674|nti_taba|ministry_of_transport|תכנית בנין עיר|--
675|nti_zhut_dereh|ministry_of_transport|GIS|--
675|nti_zhut_dereh|ministry_of_transport|דרך|--
675|nti_zhut_dereh|ministry_of_transport|זכות דרך|--
675|nti_zhut_dereh|ministry_of_transport|ממג|--
675|nti_zhut_dereh|ministry_of_transport|נתיבי ישראל|--
678|ntz-mail|ministry_of_exterior|משרד החוץ|--
678|ntz-mail|ministry_of_exterior|נציגויות|--
679|ntz-short|ministry_of_exterior|משרד החוץ|--
679|ntz-short|ministry_of_exterior|נציגויות|--
680|nurseries_supervised_fruit_trees|ministry_of_agriculture|חקלאות|--
680|nurseries_supervised_fruit_trees|ministry_of_agriculture|משתלות|--
680|nurseries_supervised_fruit_trees|ministry_of_agriculture|עצי פרי|--
680|nurseries_supervised_fruit_trees|ministry_of_agriculture|שתילים|--
681|nutrition-database|ministry-health|מזון|--
681|nutrition-database|ministry-health|מתכון|--
681|nutrition-database|ministry-health|ערכים תזונתיים|--
681|nutrition-database|ministry-health|צמרת|--
681|nutrition-database|ministry-health|קלוריות|--
681|nutrition-database|ministry-health|תזונה|--
687|obbusta2013|ministry_of_transport|מטרופולין תל אביב|--
687|obbusta2013|ministry_of_transport|סקר נוסעים|--
687|obbusta2013|ministry_of_transport|תחבורה ציבורית|--
688|obrailta_2013|ministry_of_transport|סקר נוסעים בתחנות|--
688|obrailta_2013|ministry_of_transport|רכבת|--
688|obrailta_2013|ministry_of_transport|תחבורה ציבורית|--
690|odata|knesset|ODATA|--
690|odata|knesset|odata|--
690|odata|knesset|הכנסת|--
690|odata|knesset|הצעות חוק|--
690|odata|knesset|ועדות הכנסת|--
690|odata|knesset|חוקים|--
690|odata|knesset|כנסת|--
690|odata|knesset|מידע על חקיקה|--
690|odata|knesset|מידע פרלמנטרי|--
690|odata|knesset|מליאת הכנסת|--
690|odata|knesset|סיעות וחברי הכנסת|--
690|odata|knesset|שאילתות|--
691|ofneidan|ministry_of_transport|GIS|--
691|ofneidan|ministry_of_transport|אופני דן|--
691|ofneidan|ministry_of_transport|אופנידן|--
691|ofneidan|ministry_of_transport|אופניים|--
691|ofneidan|ministry_of_transport|ממג|--
693|olim-1989-2015-age|ministry_of_immigrant_absorption|אוכלוסיה|--
693|olim-1989-2015-age|ministry_of_immigrant_absorption|לפי גיל|--
693|olim-1989-2015-age|ministry_of_immigrant_absorption|עולה חדש|--
693|olim-1989-2015-age|ministry_of_immigrant_absorption|עולים חדשים|--
693|olim-1989-2015-age|ministry_of_immigrant_absorption|עליה|--
693|olim-1989-2015-age|ministry_of_immigrant_absorption|עלייה|--
693|olim-1989-2015-age|ministry_of_immigrant_absorption|קליטת עלייה|--
694|olim-1989-2015-continent|ministry_of_immigrant_absorption|אוכלוסיה|--
694|olim-1989-2015-continent|ministry_of_immigrant_absorption|ארצות מוצא עולים|--
694|olim-1989-2015-continent|ministry_of_immigrant_absorption|עולה|--
694|olim-1989-2015-continent|ministry_of_immigrant_absorption|עולה חדש|--
694|olim-1989-2015-continent|ministry_of_immigrant_absorption|עולים|--
694|olim-1989-2015-continent|ministry_of_immigrant_absorption|עולים חדשים|--
694|olim-1989-2015-continent|ministry_of_immigrant_absorption|קליטת עלייה|--
695|olim-1989-2015-district|ministry_of_immigrant_absorption|אוכלוסיה|--
695|olim-1989-2015-district|ministry_of_immigrant_absorption|מחוזות משרד העלייה והקליטה|--
695|olim-1989-2015-district|ministry_of_immigrant_absorption|עולה|--
695|olim-1989-2015-district|ministry_of_immigrant_absorption|עולה חדש|--
695|olim-1989-2015-district|ministry_of_immigrant_absorption|עולים חדשים|--
695|olim-1989-2015-district|ministry_of_immigrant_absorption|עליה|--
695|olim-1989-2015-district|ministry_of_immigrant_absorption|עלייה|--
695|olim-1989-2015-district|ministry_of_immigrant_absorption|קליטת עלייה|--
696|olim-1989-2015-gender|ministry_of_immigrant_absorption|אוכלוסיה|--
696|olim-1989-2015-gender|ministry_of_immigrant_absorption|גברים|--
696|olim-1989-2015-gender|ministry_of_immigrant_absorption|מגדר|--
696|olim-1989-2015-gender|ministry_of_immigrant_absorption|נשים|--
696|olim-1989-2015-gender|ministry_of_immigrant_absorption|נשים וגברים|--
696|olim-1989-2015-gender|ministry_of_immigrant_absorption|עולה|--
696|olim-1989-2015-gender|ministry_of_immigrant_absorption|עולה חדש|--
696|olim-1989-2015-gender|ministry_of_immigrant_absorption|עולים|--
696|olim-1989-2015-gender|ministry_of_immigrant_absorption|עולים חדשים|--
696|olim-1989-2015-gender|ministry_of_immigrant_absorption|עליה|--
696|olim-1989-2015-gender|ministry_of_immigrant_absorption|עלייה|--
696|olim-1989-2015-gender|ministry_of_immigrant_absorption|קליטת עליה|--
696|olim-1989-2015-gender|ministry_of_immigrant_absorption|קליטת עלייה|--
697|olim-1989-2015-main|ministry_of_immigrant_absorption|אוכלוסיה|--
697|olim-1989-2015-main|ministry_of_immigrant_absorption|ארצות מוצא עולים חדשים|--
697|olim-1989-2015-main|ministry_of_immigrant_absorption|עולה|--
697|olim-1989-2015-main|ministry_of_immigrant_absorption|עולה חדש|--
697|olim-1989-2015-main|ministry_of_immigrant_absorption|עולים|--
697|olim-1989-2015-main|ministry_of_immigrant_absorption|עולים חדשים|--
697|olim-1989-2015-main|ministry_of_immigrant_absorption|עליה|--
697|olim-1989-2015-main|ministry_of_immigrant_absorption|עלייה|--
697|olim-1989-2015-main|ministry_of_immigrant_absorption|קליטת עליה|--
697|olim-1989-2015-main|ministry_of_immigrant_absorption|קליטת עלייה|--
698|olim-1989-2015-profession|ministry_of_immigrant_absorption|אוכלוסיה|--
698|olim-1989-2015-profession|ministry_of_immigrant_absorption|מקצועות|--
698|olim-1989-2015-profession|ministry_of_immigrant_absorption|מקצועות של עולים חדשים|--
698|olim-1989-2015-profession|ministry_of_immigrant_absorption|משלח יד|--
698|olim-1989-2015-profession|ministry_of_immigrant_absorption|עולה חדש|--
698|olim-1989-2015-profession|ministry_of_immigrant_absorption|עולים חדשים|--
698|olim-1989-2015-profession|ministry_of_immigrant_absorption|עליה|--
698|olim-1989-2015-profession|ministry_of_immigrant_absorption|עלייה|--
698|olim-1989-2015-profession|ministry_of_immigrant_absorption|קליטת עליה|--
698|olim-1989-2015-profession|ministry_of_immigrant_absorption|קליטת עלייה|--
699|olim-1989-2015-town-county|ministry_of_immigrant_absorption|אוכלוסיה|--
699|olim-1989-2015-town-county|ministry_of_immigrant_absorption|ישובים בישראל|--
