n|j|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
510|0|idea|dataset|2020-07-09|כותרים בספריית משרד החוץ|ministry_of_exterior|No|NA|1|3|--|illan@mfa.gov.il|משרד החוץ|||רשימת הספרים והמאמרים בספריית משרד החוץ
511|0|idg-platform|dataset|2022-01-05|ישראל דיגיטלית - קול קורא - פלטפורמות רוחביות (תמיכות ברשויות המקומיות) - תקצוב רשויות|socialequality|No|NA|1|15|--|andreib@mse.gov.il|המשרד לשוויון חברתי|other-open|Other (Open)|עידוד רשויות מקומיות להפעיל אמצעים דיגיטליים תשתיתיים ברמה נאותה, לצורך ייעול תהליכי העבודה ברשות המקומית ושיפור השירותים הניתנים לתושביה.
512|5|import_quotas|dataset|2023-01-18|נקודות מכירה ומחירים מרביים של מוצרי מזון מיובאים|moital|No|NotConstant|1|4|--|israel.vaks@economy.gov.il|משרד הכלכלה והתעשייה|other-open|אחר (פתוח)|כאן מוצגים מחירים מרביים ונקודות מכירה של מוצרי מזון המיובאים במסגרת מכסות פטורות ממכס של משרד הכלכלה. המחיר מוצג בשקלים וכולל מע"מ.המידע מוגש כשירות לציבור. בכל סתירה בין האמור בפרסום זה לבין המידע הקיים במשרד הכלכלה והתעשייה, יגבר האחרון.
513|4|ims_stat|dataset|2022-01-20|תחנות מטאורולוגיות - מגבלות בניה|ministry_of_transport|Yes|NotConstant|4|6|--|GOLDO@MOT.GOV.IL|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|תחום מגבלות הבניה סביב תחנות מדידת מזג אויר של השירות המטאורולוגי
514|1|industrial|dataset|2022-01-23|תחום אזורי תעשיה תעסוקה|ministry_of_transport|Yes|NotConstant|4|5|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|Other (Open)|שכבה של אזורי תעשיה/תעסוקה בארץ. השכבה מכילה את תחום קו כחול של האזור, שטח ברוטו של האזור, שטח נטו לתעשיה, שטח נטו לתעסוקה ומספר תב"ע שקובעת לפי התב"ע דומיננטית בתכנית. מקור הנתונים: משרד הכלכלה- איסוף נתונים מתוך תצ"אות, מערכת מבא"ת, רמ"י ומערכת הקצאת קרקע של משרד הכלכלה.
515|0|industrialareas|dataset|2020-07-09|אזורי תעשייה הנדרשים בביצוע סקר קרקע|ministry_of_the_environment|No|NA|2|2|--|pniot@sviva.gov.il|המשרד להגנת הסביבה|||השכבה כוללת פוליגונים של אזורים חשודים כמזוהמים:  אזורי תעשייה לשעבר, אזורי תעשייה פעילים, אזורים בהם הייתה הטמנה של פסולת, בריכות מט"ש , חוות מיכלים ועוד.המפה מבוססת על דו"ח "הערכת עלויות ארצית של סקירה וטיפול בקרקעות מזוהמות", אשר זמין באתר המשרד להגנת הסביבה: https://www.gov.il/he/departments/guides/what_is_contaminated_soil?chapterIndex=4מתוך העבודה נוצרה המפה. שימו לב - המפה אינה כוללת בסיסי צה"ל, מפעלים בטחוניים ותחנות תדלוק.
516|0|industrial-zones-info|dataset|2023-03-24|רשימת איזורי תעשייה|moital|No|Times in day|1|3|--|israel.vaks@economy.gov.il|משרד הכלכלה והתעשייה|other-open|אחר (פתוח)|לפניכם מידע ראשוני אודות אזורי התעשייה בהם מטפל המנהל לאזורי תעשייה (איזורי עדיפות לאומית), בין היתר תמצאו מידע על מיקום פארק התעשייה, זמינות המגרשים וגודלם ודוגמא למפעלים הקיימים.
518|1|installed-filters|dataset|2020-07-09|מסנני חלקיקים מותקנים בכלי רכב|ministry_of_the_environment|No|NA|2|3|--|alexey@sviva.gov.il|המשרד להגנת הסביבה|||מאגר המכיל נתונים אודות מסננים ופילטרים המותקנים ברכבים מתוך מאגר רכבי דיזל מזהמים. רכב בו הותקן מסנן חלקיקים אינו נחשב לרכב מזהם
519|1|insurance|dataset|2023-03-25|ביטוח-נט|cma|No|Day|51|9|--|eladl@mof.gov.il|רשות שוק ההון, ביטוח וחיסכון|||מאגר זה מכיל דיווחים היסטוריים חודשיים של חברות הביטוח כפי שדווחו על ידי חברות הביטוח ומוצגים באתר הביטוח נט. מידע זה מדווח לרשות שוק ההון, ביטוח וחיסכון ומפורסם לציבור לצורך מדידה והשוואת נתונים בין פוליסות ביטוח החיים השונות.
520|3|interchange_areas|dataset|2020-11-26|שטחים כלואים במחלפים|ministry_of_transport|Yes|NotConstant|4|7|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|Other (Open)|שטחים אשר כלואים ברמפות של מחלפים ונבחנים לשימוש כתשתית תחבורתית
521|0|intershiplabs|dataset|2020-06-09|מעבדות מוכרות לסטאז' - משרד הבריאות|ministry-health|No|NA|1|6|--|eszter.somos@moh.gov.il|משרד הבריאות|||רשימת המעבדות המוכרות לצורך העברת סטאז' לעובדי מעבדה רפואית.מידע נוסף אודות מעבדות מוכרות לסטאז' באתר משרד הבריאות: https://www.health.gov.il/UnitsOffice/HD/PH/LabDept/Pages/Stague.aspx
522|1|ipc|dataset|2023-03-24|סיווגי IPC|ministry_of_justice|No|Day|1|2|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|סיווגים בינלאומיים  International Patent Classifications, המיועדים לסווג  את בקשות הפטנט לסוגים ותתי סוגים.
528|9|israel-streets-synom|dataset|2023-03-19|רשימת רחובות בישראל - קובץ עם סינונימיים|population_authority|No|Week|22|5|--|liorsh@piba.gov.il|רשות האוכלוסין וההגירה|||רשות האוכלוסין וההגירה מפרסמת מידי תקופה רשימת רחובות לשימוש חופשי של הציבור. קובץ הסינונימיים מכיל שמות לא רשמיים לרחובות. לכל רשומה מוצמד קוד הרחוב הרשמי לאותה עיר.
530|9|items-appproved-by-personal-import|dataset|2022-11-30|רשימת פריטים ליבוא מסחרי שאישורם בתוקף לצורך הגשת אישור על סמך אישור|tikshoret|No|NotConstant|2|6|--|baskisy@moc.gov.il|משרד התקשורת|cc-by|Creative Commons Attribution|רשימת פריטים שקיבלו אישורי התאמה ממשרד התקשורת. הרשימה המחייבת של מכשירים אלחוטיים המותרים בייבוא אישי קבועה בחקיקה. הרשימה המפורטת באתר היא אינה הרשימה המחייבת.למידע נוסף על שירות בקשה לאישור ציוד אלחוטי - באתר משרד התקשורת:https://www.gov.il/he/service/approval_of_wireless_equipment_imported
532|0|itzumim|dataset|2023-02-16|דוח עיצומים כספיים|labor|No|NotConstant|1|2|--|Noam.Raanan@labor.gov.il|משרד העבודה|other-open|אחר (פתוח)|דוח עיצומים כספיים
533|1|ivf|dataset|2020-06-09|רישוי יחידות להפריה חוץ גופית IVF - משרד הבריאות|ministry-health|No|NA|1|3|--|yael.lerner@MOH.GOV.IL|משרד הבריאות|||מאגר מידע של מרכזים רפואיים ובתי חולים בהם יש יחידות להפריה חוץ גופית
534|0|ivflist|dataset|2020-06-09|רשימת יחידות להפריה חוץ גופית - IVF|ministry-health|No|NA|1|2|--|oren.sade@moh.gov.il|משרד הבריאות|cc-by|Creative Commons Attribution|פירוט יחידות IVF (הפריה חוץ גופית)
535|0|jobmarketpulse|dataset|2020-12-14|נתוני דופק שוק העבודה|ies|No|NA|1|6|--|mosheaf@ies.gov.il|שירות התעסוקה|||סה"כ דורשי עבודה הפוקדים את לשכות התעסוקה באופן חודשי ובצירוף ניתוח ניכוי עונתיות שמאפשר ניתוח מגמות על פני זמן.
537|0|jobseekersdata|dataset|2020-12-14|נתוני דורשי עבודה|ies|No|NA|1|9|--|mosheaf@ies.gov.il|שירות התעסוקה|||פילוח של אוכלוסיות נבחרות (כמוגדר ב- "קשת האוכלוסיות") שמקבלות שירות בלשכות התעסוקה, על פי קטגוריות שונות.
538|4|jordan_hury_water_quality|dataset|2023-03-08|דוח תוצאות ניטור של איכות מים בנהר הירדן בתחנת גשר הפקק|water_authority|No|Month|1|8|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|אחר (פתוח)|התוצאות מתקבלות מחברת מקורות, ניטור רציף מתחנה משדרת, בתדירות שעתית.תדירות עדכון הדוח: חודשי
539|0|judgments|dataset|2022-09-12|היחידה לחופש המידע - מאגר פסקי דין|ministry_of_justice|No|NotConstant|2|0|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|הקובץ הכולל את כל פסקי הדין שניתנו בבתי המשפט המחוזיים ובבית המשפט העליון בתחום חופש מידע בשנת 2021 כולל מספר הליך, שם העותר, שם המשיב, מחוז, ותמצית החלטת בית המשפט וסכומי הוצאות.
542|0|kadaster|dataset|2023-03-06|הודעת עדכון קדסטר לרשויות|israel_mapping_center|No|Month|1|0|--|eti@mapi.gov.il|המרכז למיפוי ישראל|other-open|אחר (פתוח)|רשימת גושים שהוסדרורשימת תוכניות לצרכי רישום שנרשמו בטאבורשימת תוכניות לצרכי רישום שאושרו ככשרה לרישום במפ"י (טרם הרישום).
543|5|kamut_sgirot_hodshi_rechev_blikoddegem|dataset|2023-03-03|כמות כלי רכב חדשים (מסירות) חסרי קוד דגם העולים לכביש בחודש|ministry_of_transport|No|Month|1|4|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|מאגר זה מכיל פרטים אודות כמות כלי רכב חדשים חסרי קוד דגם שעלו על הכביש בכל חודש משנת 2018 ועד החודש הקלנדרי הקודם.
544|0|kavi-hof|dataset|2023-01-11|קווי שמירת הסביבה החופית|israel_mapping_center|No|NotConstant|1|5|--|zeev@mapi.gov.il|המרכז למיפוי ישראל|cc-by|Creative Commons Attribution|המאגר מכיל שכבות קווי חוף במרחק  75,100,300 .
545|3|kav_ratzif_surveys|dataset|2022-04-24|נתוני סקרי פרויקט קו רציף (שילובים)|ministry_of_transport|Yes|NA|2|4|--|geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|החבילה כוללת ריכוז קבצים הכוללים בסיסי נתונים ועיבודים של סקרי נוסעים בתחנות רכבת שנעשו במסגרת פרויקט קו רציף (שילובים) הנחלקים לשתי קטגוריות. 1. סקרי מוצא ויעד בתחנות (קובץ לפי תחנה): סקרי מוצא ביעד שבוצעו על ידי תשאול נוסעים בתחנות רכבת. הנתונים מבוססים על מדגם של סקר נושאים שנעשה בתחנות רכבת במועדים שונים. הסקר כלל שאלות בנוגע למוצא והיעד של הנוסעים ושאלות נוספות לגבי הרגלי הנסיעה והעדפות נסיעה. הנתונים כוללים ניפוח של המדגם. החבילה כוללת קובץ אקסל עם נתוני הסקר, עיבודים וניתוח התפלגויות של משתנים שונים לכל תחנה בה נעשהה סקר (החבילה כוללת קובץ לכל תחנת רכבת). 2. סקר תשתיות לתח"צ בתחנות רכבת (2018): סקר אינוונטר של תחנות ותשתיות לתחבורה התחנות הרכבת וסביבתן. הקבצים בפורמט Excel.
546|1|kindergarten|dataset|2020-06-11|גני ילדים|israel_mapping_center|No|NA|1|2|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||שכבת גני ילדים
547|1|kindergartensmaaleadumim|dataset|2023-02-08|גני ילדים|maaleedumim|No|Year|1|6|--|gadi@mam.org.il|עיריית מעלה אדומים|other-open|אחר (פתוח)|רשימת גני ילדים במעלה אדומים
548|1|kinneret_cl|dataset|2023-03-01|נתוני כלוריד בכנרת|water_authority|No|Month|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|אחר (פתוח)|נתוני כלוריד בכנרת.הנתונים התקבלו מהמעבדה לחקר הכנרת-חיא"ל,מהדיגום השבועי המתבצע בתחנה A במרכז הכנרת בעומק 1 מטר,מינואר שנת 1969 ואילך.
549|0|kinuyeymakor|dataset|2023-03-24|כינויי מקור|ministry_of_justice|No|Day|1|2|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|בקשות שהוגשו להגנה ישראלית על כינויי מקור
550|0|kiosk|dataset|2023-01-18|עמדות שירות עצמי|cio|No|NotConstant|1|4|--|ruchamas@gov.il|מערך הדיגיטל הלאומי|other-open|אחר (פתוח)|עמדות שירות עצמי לקבלת שירותי ממשלה
551|0|kishuriyut_prj|dataset|2023-02-20|פרויקט קישוריות|ministry_of_transport|No|NotConstant|4|4|--|geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|צירים שזוהו כחלק  מפרויקט קישוריות ברכיבה והליכה אל תחנות המתע"ן במטרופולין תל אביב
552|1|kitot|dataset|2020-06-11|קובץ המכיל רשימת הכיתות במוסדות החינוך בפיקוח משרד החינוך|ministry_of_education|No|NA|1|4|--|davide@education.gov.il|משרד החינוך|||קובץ המכיל רשימת הכיתות במוסדות החינוך בפיקוח משרד החינוך
553|0|klitamaaleadumim|dataset|2023-02-09|מרכזי קליטה|maaleedumim|No|Year|1|4|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|אחר (פתוח)|רשימת מרכזי קליטה במעלה אדומים
554|0|kriahaziva|dataset|2022-07-24|אתרי כרייה וחציבה בישראל|energy_and_water|Yes|Year|1|4|--|yasmins@energy.gov.il|משרד האנרגיה |||בקובץ מופיעות המחצבות הפעילות בישראל, אלו שיש להן רישיון בתוקף מטעם המפקח על המכרות
555|0|ksb|dataset|2020-06-11|תצלום אויר 2015 2 מטר - גליון כפר סבא|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
556|0|labcorpus|dataset|2022-12-27|תוצרי פיילוט (מעבדה) קורפוס השפה העברית - תיוג מורפולוגי|cio|No|NoUpdate|8|5|--|yakovg@digital.gov.il|מערך הדיגיטל הלאומי|cc-by|Creative Commons Attribution|מאגר שפה מתויגת, חלק מפרוייקט קורפוס השפה העברית של מערך הדיגיטל הלאומי.התיוג מבוצע על ידי האקדמיה ללשון העברית.תוצר ראשון זה כולל 600 משפטים מתוייגים.
557|9|labs-list|dataset|2023-02-15|מעבדות רפואיות|ministry-health|No|NotConstant|1|1|--|call.habriut@moh.gov.il|משרד הבריאות|other-open|אחר (פתוח)|רשימת המעבדות במשרד הבריאות והאם הן מוכרות להתמחות או לא
558|0|legislation|dataset|2020-06-11|חוקים ותקנות|ministry_of_the_environment|No|NA|2|3|--|alexey@sviva.gov.il|המשרד להגנת הסביבה|||לרשותכם במאגר זה החוקים והתקנות העומדים בבסיס עבודתו של המשרד להגנת הסביבה. חלק מהחוקים המתפרסמים כאן מקיפים תחומי פעולה רחבים יותר בפעילות הממשלה, ורק חלק מהסעיפים בהם מתייחסים לענייני סביבה. מאגר החוקים הלאומי מתפרסם במלואו במאגר החקיקה של הכנסת. מאגר החוקים הלאומי מאפשר גם פילוח יעודי לחוקי המדינה הבלעדיים לנושאי הגנת הסביבה.לינק : http://www.sviva.gov.il/InfoServices/ReservoirInfo/Legislation/Pages/default.aspx
559|4|level_discharge|dataset|2023-01-02|נפחים יומיים וספיקה יומית ממוצעת בתחנות|water_authority|No|NotConstant|4|9|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|אחר (פתוח)|נפחים יומיים (מ"ק) וספיקה יומית ממוצעת (מ"ק/שניה) בתחנות הידרומטריות של השירות ההידרולוגי.חישוב הספיקה היומית הממוצעת והנפח היומי בוצעו על בסיס מדידות רום בתחנות ההידרומטריות והומרו לספיקות על ידי שימוש בעקומי כיול.
560|0|levelseparation|dataset|2021-11-07|הפרדות מפלסיות רכבת ישראל|ministry_of_transport|Yes|NA|4|4|--|GOLDO@MOT.GOV.IL|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|הפרדות מפלסיות (גשרים) בין כביש למסילה של רכבת ישראל. השכבה מכילה מידע על מיקום ושם ההפרדה וכן על הגוף האחראי לתחזוקת ההפרדה
561|0|lic_consumers|dataset|2023-03-01|בעלי רישיונות רשות המים|water_authority|No|Year|1|9|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|רשימת בעלי רישיונות לשנה הנוכחית
562|0|licences_per_missions_facilities|dataset|2023-03-19|רישיונות עסק והיתרים מסוגים שונים למפעלים|ministry_of_the_environment|No|Month|1|0|--|baruchb@sviva.gov.il|המשרד להגנת הסביבה|other-open|אחר (פתוח)|המאגר מכיל מידע על אישורים של המשרד להגנת הסביבה לרישיונות עסק, ועל והיתרים מכמה סוגים שהמשרד מנפק   למפעלים (היתרי קרינה רדיואקטיבית וקרינת רנטגן, היתר רעלים).המידע על רישיונות עסק מבוסס על מענה המשרד לרשות הרישוי ואין בו להבטיח שלמפעל רישיון בתוקף. לקבלת סטטוס עדכני יש לפנות לרשות הרישוי.
564|5|licensing_bus_system|dataset|2023-02-26|רישוי מערך האוטובוסים|ministry_of_transport|No|Day|8|5|--|rapha@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|מאגר זה מציג את כמות הנסיעות היומית ברישוי לפי קו.
566|0|lishkahebrew|dataset|2020-06-09|רשימת לשכות בשירות התעסוקה|ies|No|NA|2|9|--|mosheaf@ies.gov.il|שירות התעסוקה|||מאגר פרטי לשכות בשירות התעסוקה.
567|1|lishkot-tayarut|dataset|2022-11-29|לשכות תיירות חו"ל - Tourism Offices Abroad|ministry_of_tourism|No|NotConstant|2|4|--|webmaster@tourism.gov.il|משרד התיירות|||פירוט לשכות תיירות בחו"ל.
568|3|lishkot-tayarut-eng|dataset|2023-02-01|לשכות מידע - Tourist Information|ministry_of_tourism|No|NotConstant|2|4|--|webmaster@tourism.gov.il|משרד התיירות|||לשכות תיירות בישראל.
574|2|local_council|dataset|2022-07-17|דוחות כספיים מבוקרים - מועצות אזוריות|interior_affairs|No|NA|9|6|--|drored@moin.gov.il|משרד הפנים|||דוחות כספיים מבוקרים של הרשויות המקומיות (מועצות אזוריות ומועצות מקומיות) המבוצעים על-ידי אגף בכיר לביקורת ברשויות - משרד הפנים.
576|0|lod|dataset|2020-06-11|תצלום אויר 2015 2 מטר - גליון לוד|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
577|2|longtermforecast_rain|dataset|2021-10-13|נתונים חזויים- גשם|meteorological_service|No|NA|61|0|--|abramoviche@ims.gov.il|השירות המטאורולוגי|other-open|Other (Open)|נתוני גשם יומי חזויים ל- 60 תחנות. בכל קובץ נתונים לשנים 2100-2006 מתוך ריצות של -15 מודלים אזוריים לשני תרחישי ייחוס.
578|2|lrt_line|dataset|2022-07-06|קווי רכבת קלה|ministry_of_transport|Yes|NotConstant|4|7|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|קווי רכבת קלה, קיימים ומתוכננים, בפריסה ארצית
579|2|lrt_stat|dataset|2022-07-06|תחנות רכבת קלה|ministry_of_transport|Yes|NotConstant|4|7|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|תחנות רכבת קלה, קיימות ומתוכננות, בפריסה ארצית
581|0|maale|dataset|2022-08-07|מאגר החלטות בית הדין לעניין שירות התעסוקה-קורונה|ministry_of_justice|No|NA|1|3|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|במאגר זה ניתן לערוך חיפוש לפי מספר שדות. המאגר מכיל החלטות שניתנו על ידי דייני בית הדין ומתעדכן אוטומטית, מספר שעות לאחר הינתן ההחלטה.                      מומלץ להזין כמה שיותר פרטים בשדות החיפוש, זאת כדי להגיע לתוצאה האופטימאלית
582|0|maaleadumimpublicbuildings|dataset|2023-02-09|מיבני ציבור|maaleedumim|No|Year|1|4|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|אחר (פתוח)|רשימת מיבני ציבור במעלה אדומים
583|0|mactzavot|dataset|2023-02-09|מחצבות|maaleedumim|No|Year|1|2|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|אחר (פתוח)|רשימת מחצבות במעלה אדומים
584|0|madbirim|dataset|2023-03-23|מדבירים מורשים|ministry_of_the_environment|No|Times in day|1|5|--|MeravD@sviva.gov.il|המשרד להגנת הסביבה|||המאגר מכיל את כלל המדבירים המורשים בישראל, אשר עברו הסמכה וקיבלו רישיון ממשרד להגנת הסביבה.במאגר ניתן למצוא את פרטי המדביר, תוקף הרישיון וסוג הרישיון. את המאגר המעודכן ביותר ניתן למצוא באתר המשרד : https://www.gov.il/he/Departments/dynamiccollectors/madbirim
585|0|maflasmultiannual|dataset|2022-08-25|מפל"ס - נתונים רב שנתיים|ministry_of_the_environment|No|Year|1|2|--|arielt@sviva.gov.il|המשרד להגנת הסביבה|cc-by|Creative Commons Attribution|המפל"ס הוא מרשם הפליטות והעברות לסביבה של מפעלים. באמצעות השכבה הגיאוגרפית ניתן לראות נתונים על פליטת חומרים מזהמים לסביבה, על הזרמת שפכים ממפעלים למתקני טיהור שפכים ועל העברות של פסולת לטיפול או לסילוק. הנתונים המפורסמים לציבור הם נתונים שהמפעלים עצמם דיווחו למשרד להגנת הסביבה, מכוח חוק הגנת הסביבה (פליטות והעברות לסביבה - חובות דיווח ומרשם), התשע"ב - 2012 ("חוק הגנת הסביבה").
586|0|maflasmultiannualforzover|dataset|2022-08-25|מפל"ס - רשימת מפעלים|ministry_of_the_environment|No|Year|2|2|--|baruchb@sviva.gov.il|המשרד להגנת הסביבה|cc-by|Creative Commons Attribution|מפל"ס הוא מרשם הפליטות והעברות לסביבה. מאגר זה מציג נתונים רק של מפעלים (מאגר עבור צובר).באמצעות השכבה הגיאוגרפית ניתן לראות נתונים על פליטת חומרים מזהמים לסביבה, על הזרמת שפכים ממפעלים למתקני טיהור שפכים ועל העברות של פסולת לטיפול או לסילוק. הנתונים המפורסמים לציבור הם נתונים שהמפעלים עצמם דיווחו למשרד להגנת הסביבה, מכוח חוק הגנת הסביבה (פליטות והעברות לסביבה - חובות דיווח ומרשם), התשע"ב - 2012 ("חוק הגנת הסביבה").
587|4|mahirlair_city|dataset|2023-02-20|מהיר לעיר עירוני|ministry_of_transport|No|NotConstant|4|6|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|שלב א לפרויקט מהיר לעיר עירוני - רשת נתיבי העדפה עירוניים במטרופולין תל אביב
588|2|mahirlair_intercity|dataset|2021-03-07|מהיר לעיר בינעירוני|ministry_of_transport|No|NA|4|6|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|רשת נתיבי העדפה בינעירוניים במטרופולין תל אביב
589|0|mahozot|dataset|2020-07-09|מחוזות המשרד להגנת הסביבה|ministry_of_the_environment|Yes|NA|2|1|--|pniot@sviva.gov.il|המשרד להגנת הסביבה|||תיחום גיאוגרפי של מחוזות המשרד להגנת הסביבה. לשמות המחוזות ודרכי פניה אליהם - חפשו במנוע חיפוש "יחידות המשרד להגנת הסביבה"
590|0|mamtziim_patents|dataset|2023-03-24|ממציאים לבקשות פטנטים|ministry_of_justice|No|Day|1|3|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|שמות ממציאים לבקשות להגנה ישראלית על פטנט
591|0|mandatory-standards|dataset|2023-03-24|מאגר תקנים רשמיים|moital|No|Times in day|3|2|--|israel.vaks@economy.gov.il|משרד הכלכלה והתעשייה|other-open|אחר (פתוח)|רשימת התקנים הרשמיים בישראל. הרשימה כוללת תקנים רשמיים המצויים בתוקף בלבד.
592|0|manpowerconstructors|dataset|2023-03-22|רשימת קבלני כח אדם מורשים|labor|No|Day|1|5|--|lior.kalmovich@labor.gov.il|משרד העבודה|other-open|אחר (פתוח)|פרטי קבלני כח אדם מורשים כולל מורשה, כתובת ועוד.
593|0|manpowercrane|dataset|2023-03-22|קבלני כוח אדם בעלי היתר להעסקת עגורנאי צריח|labor|No|NotConstant|1|3|--|liraz.rudik@labor.gov.il|משרד העבודה|other-open|אחר (פתוח)|פרטי קבלני כח אדם בעלי היתר להעסקת עגרונאי צריח כולל ח.פ., כתובת ועוד.
594|0|marks|dataset|2022-08-07|סימני מסחר כוללי דמות|ministry_of_justice|No|NA|1|1|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|
595|0|mashkonot|dataset|2023-03-24|רשם המשכונות|ministry_of_justice|No|Day|2|3|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|רשימת משכונות כמפורט במאגר רשם המשכונות, הרשימה כוללת משכונות פעילים ומשכונות שבוטלו בשנתיים האחרונות, ובכלל זה את הנתונים הבאים: תאריך רישום, תאריך סטטוס, תאריך צירוף הנכס למשכון, תאריך הסרת הנכס מהמשכון, וסיבת סטטוס.
597|0|mataan_ashkelon|dataset|2023-02-20|הסעת המונים נפת אשקלון 2040|ministry_of_transport|No|NotConstant|4|9|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|תכנית אסטרטגית להסעת המונים ותחבורה ציבורית בנפת אשקלון לשנת 2040
598|1|mataan_hdr_ntn|dataset|2023-02-20|הסעת המונים חדרה נתניה - 2050|ministry_of_transport|No|NotConstant|4|0|--|GOLDO@MOT.GOV.IL|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|תכנית אסטרטגית להסעת המונים ותחבורה ציבורית למרחב נתניה-חדרה רבתי, לשנת יעד 2050.
599|0|matash|dataset|2020-07-09|מכוני טיהור שפכים - מט"ש|ministry_of_the_environment|No|NA|1|4|--|alexey@sviva.gov.il|המשרד להגנת הסביבה|||מאגר המכיל מידע אודות כלל מכוני טיהור שפכים בישראל (מט"ש). פרטי המכונים, דוחות שנתיים וכו'
600|0|maxdischarge_yearlyvolume|dataset|2023-03-01|תחנות - ספיקות שיא ונפחים שנתיים|water_authority|No|Year|1|9|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|אחר (פתוח)|מאגר המידע מכיל נתוני ספיקה מרבית שנתית (ספיקה רגעית מקסימלית שנתית, ביחידות מ"ק/שניה)ונתוני נפח שנתי (ביחידות מלמ"ק) שחושבו עבור תחנות ההידרומטריות בנחלים וסווגו לפי שנים הידרולוגיות.
601|0|max_min_longtermforecast|dataset|2021-11-01|נתונים חזויים- טמפרטורות מינימום ומקסימום|meteorological_service|No|NA|27|1|--|meirn@ims.gov.il|השירות המטאורולוגי|other-open|Other (Open)|מודלים חזויים ל- 26 תחנות לתקופה: 2100-2006. המדדים החזויים הם: טמפ' מקס' וטמפ' מיני'. לכל תחנה הורצו 12 מודלים אזוריים ושני תרחישי יחוס עתידיים.
602|0|mazon|dataset|2023-03-22|רשימת מוצרי מזון וחומרי גלם מיובאים|rabanot|No|Week|1|9|--|mordis@rab.gov.il|הרבנות הראשית לישראל|other-open|אחר (פתוח)|רשימת מוצרי מזון וחומרי גלם מיובאים המאושרים על ידי הרבנות הראשית לישראל
603|0|mdn-status|dataset|2020-12-16|רשימת מדינות|ministry_of_exterior|No|NA|1|3|--|illan@mfa.gov.il|משרד החוץ|||רשימת מדינות וסטטוס יחסים עם ישראל
604|0|measlescoverage|dataset|2020-07-09|כיסוי חיסוני החצבת|ministry-health|No|NA|1|6|--|oren.sade@moh.gov.il|משרד הבריאות|cc-by|Creative Commons Attribution|אחוזי כיסוי חיסוני כנגד חצבת לפי יישוב ושנת לימודים של כיתות א'
