n|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
506|health-quality-measurement-general-hospitalization|dataset|2025-09-10|התכנית הלאומית למדדי איכות של משרד הבריאות - אשפוז כללי|ministry-health|No|Year|21|2|--|BI_HelpDesk@MOH.GOV.IL|משרד הבריאות|other-open|אחר (פתוח)|האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו"ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד
507|health-quality-measurement-geriatric|dataset|2025-09-10|התכנית הלאומית למדדי איכות של משרד הבריאות - גריאטריה|ministry-health|No|Year|13|2|--|BI_HelpDesk@MOH.GOV.IL|משרד הבריאות|other-open|אחר (פתוח)|האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו"ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד
508|health-quality-measurement-mental-health|dataset|2025-10-28|התכנית הלאומית למדדי איכות של משרד הבריאות - בריאות הנפש|ministry-health|No|Year|9|2|--|BI_HelpDesk@MOH.GOV.IL|משרד הבריאות|other-open|אחר (פתוח)|האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל.התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו"ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד
509|health-quality-measurement-pre-hospital|dataset|2025-09-10|התכנית הלאומית למדדי איכות של משרד הבריאות - פרה הוספיטל|ministry-health|No|Year|7|2|--|BI_HelpDesk@MOH.GOV.IL|משרד הבריאות|other-open|אחר (פתוח)|אגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו"ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד
510|heavy-truck|dataset|2025-12-05|כלי רכב מעל 3 וחצי טון וכלי רכב חסרי קוד דגם|ministry_of_transport|No|Day|1|4|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|מאגר זה מכיל פרטים טכניים אודות כלי הרכב הפעילים וחסרי קוד דגם מהסוג הבא: גרור נתמך, טרקטור, רכב עבודה, משא, אוטובוס. השדות במאגר: מספר רישוי, מספר שילדה, סיווג תקינה אירופאית, שנת ייצור, קוד תוצר, שם תוצר, ארץ ייצור, קוד סוג דלק, סוג דלק, משקל כולל, שם דגם.
511|hef|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון חיפה|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
512|hekdeshot|dataset|2025-12-02|רשות התאגידים - רשם ההקדשות|ministry_of_justice|No|Week|4|5|--|datagov_support@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|מאגר מידע זה מכיל שלושה קבצים אודות הקדשות ציבוריים: האחד כולל מידע כללי על הקדשות ציבוריים הרשומים פנקס ההקדשות הציבוריים,  הקובץ השני כולל מידע אודות יתרת הנכסים של הקדשות ציבוריים, הקובץ השלישי כולל מידע אודות מקרקעין השייכים להקדשות ציבוריים.
513|hekdeshot1|dataset|2025-01-28|רשימת הקדשות|rabinical_court|No|NotConstant|1|1|--|haim@rbc.gov.il|בתי הדין הרבניים|other-open|Other (Open)|רשימת הקשדות
514|helipad|dataset|2024-02-13|מנחתי בתי חולים|ministry_of_transport|No|NotConstant|5|4|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|Other (Open)|תחומי הגבלות בניה של מנחתי בתי חולים בפריסה ארצית.מקור: רשות התעופה האזרחית
515|hidrograph|dataset|2025-04-03|ספיקה רגעית בתחנות הידרומטריות - הידרוגרף|water_authority|No|Year|4|7|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|Other (Open)|מהלך  הזרימה  בנחל  מתואר כפונקציה של ספיקה בזמן ונקרא הידרוגרף.ספיקה רגעית בתחנות הידרומטריות היא כמות המים שעוברה דרך חתך רוחב באפיק ביחידת זמן (מ"ק/שניה).ספיקה רגעית מחושבת על בסיס מדידות גובה בתחנות ההידרומטריות והמרתן לספיקות על ידי שימוש בעקומי כיול.לתשומת לב: הנתונים עלולים להשתנות בהתאם לעדכון עקומת כיול בתחנה.
516|highwayparkinglots|dataset|2023-03-21|חניוני דרכים|israel_mapping_center|No|NA|1|1|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||שכבת חניוני דרכים
517|hisoricalmaxdischarge|dataset|2025-12-03|תחנות- ספיקות שיא היסטוריות|water_authority|No|Year|1|7|--|ins_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|אחר (פתוח)|מאגר המידע מכיל רשימה מרוכזת של נתוני ספיקה מרבית שנתית היסטורית (ספיקה רגעית מקסימלית שנתית, ביחידות מ"ק/שניה) עבור תחנות ההידרומטריות בנחלים. הרשימה כוללת תחנות פעילות ושאינן פעילות היום.
518|hitkadmuthabnia|dataset|2024-05-28|התקדמות הבניה|ministry_of_housing|No|Month|1|1|--|datagov@moch.gov.il|משרד הבינוי והשיכון|cc-by|Creative Commons Attribution|מאגר התקדמות הבנייה במשרד הבינוי והשיכון כולל נתוני דיווח המתקבלים ממנהלי הפרויקטים וממרכזי התקדמות הבנייה במחוזות המשרד בדבר התקדמות הפרויקטים השונים. המידע מתייחס לפרויקטים שמשרד הבינוי והשיכון שיווק בלבד.
519|hiv|dataset|2023-03-21|מרפאות ומעבדות מוכרות לאבחון נשאות HIV|ministry-health|No|NA|2|4|--|yael.lerner@moh.gov.il|משרד הבריאות|||רשימת המרכזים לבדיקות לגילוי נגיף האיידס - HIV
520|hkr|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון הר כרכם|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
521|hlz|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון הר לוץ|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
522|hmo-companies|dataset|2023-03-21|חברות בקופת חולים - שנת 2013|social_security|No|NA|2|2|--|cochava@nioi.gov.il|המוסד לביטוח לאומי|||פרסום זה מציג נתונים סטטיסטיים על חברות בקופות החולים בשנים 2013.הדוח מתאר את השינויים שחלו בחברות בקופות החולים וכן מציג נתונים על התפלגות המבוטחים לפי משתנים דמוגרפיים וכלכליים שונים לפי יישובים.הנתונים מתבססים על קובץ הבריאות המנוהל בידי המוסד לביטוח לאומי והמשמש מקור הרישום הבלעדי של כלל תושבי מדינת ישראל החברים בקופות החולים.
523|hmo_companies2014|dataset|2023-03-21|חברות בקופת חולים - שנת 2014|social_security|No|NA|2|2|--|cochava@nioi.gov.il|המוסד לביטוח לאומי|||פרסום זה מציג נתונים סטטיסטיים על חברות בקופות החולים בשנים 2014.הדוח מתאר את השינויים שחלו בחברות בקופות החולים וכן מציג נתונים על התפלגות המבוטחים לפי משתנים דמוגרפיים וכלכליים שונים לפי יישובים.הנתונים מתבססים על קובץ הבריאות המנוהל בידי המוסד לביטוח לאומי והמשמש מקור הרישום הבלעדי של כלל תושבי מדינת ישראל החברים בקופות החולים.
524|hmomaaleadumim|dataset|2023-03-21|קופות חולים|maaleedumim|No|Year|1|5|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|Other (Open)|רשימת קופות חולים במעלה אדומים
525|hmr|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון הר חמרן|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
526|hofesh|dataset|2023-03-21|רשימת הרשויות הציבוריות מתוקף חוק חופש המידע|ministry_of_justice|No|NotConstant|1|2|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|המאגר מכיל את רשימת הרשויות הציבורית עליהן חל חוק חופש המידע.ברשימה ניתן למצוא את שם הרשות, תיאור תפקידיה, שם הממונה על העמדת מידע לציבור ודרכי יצירת הקשר איתו.יצוין כי הרשימה מתעדכנת באופן שוטף. לתשומת הלב כי אי הכללת רשות בחוברת אין משמעה בהכרח שחוק חופש המידע אינו חל עליה.
527|hofesh_hameida|dataset|2025-12-06|מאגר תלונות חופש המידע|ministry_of_justice|No|Day|3|2|--|datagov_support@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|המאגר מכיל את תלונות חופש המידע
528|hof-naki|dataset|2023-03-21|מדד הניקיון בחופי ישראל|ministry_of_the_environment|No|NA|1|1|--|TanyaT@sviva.gov.il|המשרד להגנת הסביבה|||רמת הניקיון ב-40 קטעי חוף לא מוכרזים בישראל, בים התיכון ובמפרץ אילת. רמת הניקיון מוערכת מנקי מאוד עד מלוכלך מאוד. נתונים על כל קטע חוף: שם החוף, מקטע החוף, רשות מוניציפלית, תאריך הבדיקה האחרונה וציון רמת הניקיון.
529|hokrim|dataset|2025-08-18|רשימת חוקרים פרטיים|ministry_of_justice|No|NotConstant|1|1|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|רשימת חוקרים פרטיים
530|holidaysinisrael|dataset|2025-05-25|חגים בישראל - Holidays in Israel|ministry_of_tourism|No|NotConstant|3|2|--|sharonb@tourism.gov.il|משרד התיירות|||תיאור חגים מרכזיים בישראל
531|holocaust-survivors-right-bureaus|dataset|2023-09-12|מרכזי מידע לקבלת קהל - הרשות לזכויות ניצולי השואה|holocaust_survivors_rights|No|NotConstant|1|4|--|noama@mse.gov.il|הרשות לזכויות ניצולי השואה|other-open|Other (Open)|מרכזי מידע לקבלת קהל - הרשות לזכויות ניצולי השואה. במאגר זה נעדכן את ימי ושעות קבלת הקהל במרכזי המידע הניידים של הרשות לזכויות ניצולי השואה ברחבי הארץ.
532|honoraryconsuls|dataset|2025-12-01|קונסולי כבוד של מדינת ישראל|ministry_of_exterior|No|Month|4|2|--|illan@mfa.gov.il|משרד החוץ|other-open|אחר (פתוח)|רשימת קונסולי של מדינת ישראל בארץ ובחו"ל
533|hospitals_psyc|dataset|2024-11-04|בתי חולים פסיכיאטריים ומחלקות פסיכיאטריות בבתי חולים כלליים|ministry-health|No|NotConstant|1|0|--|Call.Habriut@MOH.GOV.IL|משרד הבריאות|other-open|Other (Open)|
534|hostelsgis|dataset|2025-12-02|בתי דיור|ministry_of_housing|No|Week|2|5|--|datagov@moch.gov.il|משרד הבינוי והשיכון|other-open|אחר (פתוח)|מאגר זה מכיל שני משאבים : 1) מידע כללי אודות בתי הדיור, המיועדים לאכלוס זכאי משרד הקליטה ומשרד הבינוי והשיכון בגיל הזהב. בתי דיור אלו מנוהלים ע"י חברות שונות. 2) קובץ GIS המכיל את פרטי בתי הדיור.
535|housingcontractfiles|dataset|2025-06-16|תיקי חוזי דיור של משרד המשפטים|ministry_of_justice|No|NotConstant|2|0|--|datagov_support@justice.gov.il|משרד המשפטים|other-open|Other (Open)|מאגר המכיל את פרטי תיקי חוזי הדיור של משרד המשפטים
536|Housingpropertyportfolios|dataset|2023-03-21|תיקי נכסי דיור  של משרד המשפטים|ministry_of_justice|No|NotConstant|2|0|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|מאגר המכיל את פרטי תיקי נכסי דיור של משרד המשפטים
537|housing-social-workers|dataset|2023-03-21|עובדות סוציאליות להתאמות דיור לאנשים עם מוגבלויות|ministry-health|No|NA|1|0|--|Call.Habriut@MOH.GOV.IL|משרד הבריאות|other-open|Other (Open)|
538|housingunits-planning-inventory|dataset|2023-03-21|מלאי תכנוני למגורים|the_israel_lands_administration|No|NA|3|2|--|eliw@land.gov.il|רשות מקרקעי ישראל|||המאגר כולל תכניות מפורטות על פי חוק התכנון והבנייה, על קרקע מדינה, החל מתנאי סף ועד לתוכניות מאושרות שנשאר בהם פוטנציאל יחידות דיור לשיווק. המאגר נמצא בשלב ניסיוני ובתהליך טיוב. המאגר מתעדכן בתדירות רבעונית.  המידע אינו מהווה אסמכתה לביצוע פעולות כלשהן.מאגר זה לא כולל תוכניות פרטיות או תוכניות בהתחדשות עירונית (מכל סוג).השימוש בנתונים באחריות המשתמש בלבד.
539|hov_2024|dataset|2024-06-25|HOV נתיבים רבי תפוסה|ministry_of_transport|No|NotConstant|6|8|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|תכנית משלימה לנתיבים רבי תפוסה בפריסה ארצית לשנת 2024
540|hoze_zhut|dataset|2024-10-13|חוצה ישראל - זכות דרך|ministry_of_transport|No|NotConstant|4|6|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|זכות דרך של חברת חוצה ישראל
541|hrd|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון הר ארדון|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
542|hsg|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון הר שגיא|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
543|hsv|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון הר שגוב|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
544|http-dat-gov-il-forms-data-shabat-5777-xls|dataset|2023-03-21|זמני הדלקת נרות שבת וחג לשנת התשע"ז|religion-office|No|NA|1|3|--|michal@dat.gov.il|המשרד לשירותי דת|other-open|Other (Open)|זמני הדלקת נרות שבת וחג לשנת התשע"ז
545|http-dat-gov-il-forms-data-shabat-5778-xls|dataset|2023-03-21|זמני הדלקת נרות שבת וחג לשנת התשע"ח|religion-office|No|NA|1|4|--|michal@dat.gov.il|המשרד לשירותי דת|other-open|Other (Open)|זמני הדלקת נרות שבת וחג לשנת התשע"ח
546|https-goo-gl-u7v4qv|dataset|2023-03-21|מיפוי מתקני ספורט בחיפה|haifa|No|NA|1|4|עיריית חיפה|yairt@haifa.muni.il|עיריית חיפה|||מיפוי מתקני ספורט בחיפה. מתעדכנת אחת לחודש.
547|https-main-knesset-gov-il-activity-legislation-laws-pages-lawlaws-aspx-t-lawlaws-st-lawlaws|dataset|2023-03-21|חוקי מדינת ישראל|knesset|No|NA|1|5|--|galib@knesset.gov.il|הכנסת|other-nc|Other (Non-Commercial)|מאגר הכולל את כל חוקי מדינת ישראל, כלומר החוקים שהסדירו לראשונה נושא מסוים. חוקי מדינת ישראל מוצגים בחלוקה לחוקים תקפים וחוקים לא תקפים. מאגר החקיקה הלאומי מציג לראשונה את הרשימה הכוללת של כל חוקי המדינה.
548|https-shirathayam-m-datit-org-il-pirsumnisuin|dataset|2023-03-21|לרשימת הנרשמים לנישואין|religion-office|No|NA|1|5|--|rivkimi@cio.gov.il|המשרד לשירותי דת|other-open|Other (Open)|
549|https-www-data-gov-il-dataset-682|dataset|2025-12-06|מפלס כנרת|water_authority|No|Day|1|8|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|אחר (פתוח)|מפלס כנרת משנת 1966 - נתונים יומיים המאפשרים לראות את השינוי במפלס הכנרת משנת 1966 ועד היום. מדידות רציפות של מפלס הכנרת קיימות משנת 1926. מפלס המים המקסימאלי אשר נמדד בכנרת עמד על 208.20- מטר ב- 27/01/69 ומפלס המינימום הגיע לרום של 214.87- מטר ב- 29/11/01. כיום רום זה הוא גם המפלס המינימאלי הקבוע בחוק.
550|https-www-data-gov-il-dataset-683|dataset|2025-12-06|מפלס ים המלח|water_authority|No|Month|1|8|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|אחר (פתוח)|נתונים חודשיים של מפלס ים המלח משנת 1976. בעשורים האחרונים יורד מפלס ים המלח בקצב של כמטר בשנה, כתוצאה ממניעה כמעט מוחלטת של כניסות מים מנהר הירדן (הקמת סכר דגניה בשנת 1964) ומהירמוך (הקמת סכרים על הירמוך בסוריה וירדן) וכן כתוצאה מפעולות אנטרופגניות כגון שאיבות בצד הישראלי והירדני (מפעלי ים המלח הישראליים והירדנים). ירידת מפלס זו הביאה לנזקים תשתיתיים ותיירותיים, הן בשל נסיגת קו החוף והן בשל היווצרות הבולענים (בורות עגולים ועמוקים הנוצרים בשל המסת סלעי מלח בעומק). הבולענים בחופי ים המלח הפכו למטרד תשתיתי הפוגע בכבישים, צינורות, בתי מלון ועוד. מדידות רשמיות של מפלסי ים המלח קיימות משנת 1900, אז עמד המפלס על רום של 392- מ' (לעומת מפלס של 424- מ' בדצמבר 2010). כיום, מדידות מפלס ים המלח מתבצעות באחריותו של השירות ההידרולוגי ברשות הממשלתית למים ולביוב.
551|https-www-gov-il-he-departments-general-traffic-enforcement-cameras|dataset|2023-03-21|מצלמות אכיפה (א-3)|ministry_of_internal_security|No|NA|2|7|--|marcr@mops.gov.il|המשרד לביטחון הפנים|||תכנית א-3 היא תכנית אכיפה אלקטרונית אוטומטית לאכיפת עבירות של נהיגה במהירות מופרזת ומעבר ברמזור אדום, וייעודה להביא לצמצום מספר תאונות הדרכים ומספר הנפגעים וההרוגים.מערכת א-3 מורכבת ממערכת מצלמות דיגיטליות המותקנות בכבישים ובצמתים שנבחרו לצורך צילום עבירות מהירות מופרזת או מעבר באור אדום. התצלום מועבר באופן אוטומטי למרכז השליטה ובקרה, לאחר מכן התצלום עובר בקרה אנושית על-ידי שוטר ולאחר אישורו מופק הדוח.
552|https-www-gov-il-he-departments-guides-police-vehicle-confiscation-chapterindex-2|dataset|2023-03-21|מגרשי החנייה לרכבים מושבתים|ministry_of_internal_security|No|NA|1|5|--|marcr@mops.gov.il|המשרד לביטחון הפנים|||בכל מקרה של השבתת כלי רכב, תתבצע ההשבתה במגרש אחסנה שיועד לכך ואשר עונה על הדרישות אותן קבעה משטרת ישראל ולאחר אישור ראש מחלקת התנועה של המשטרה.
553|https-www-haifa-muni-il-informationcity-documents-20-20-20-20-20-20-xls|dataset|2023-03-21|רשימת מדחנים בחיפה לפי רחובות עם חניה יומית/שעתית|haifa|No|NA|1|6|עיריית חיפה|yairt@haifa.muni.il|עיריית חיפה|||רשימת מדחנים בחיפה לפי רחובות עם חניה יומית/שעתית. מתעדכנת בתדירות חודשית.
554|https-www-haifa-muni-il-informationcity-documents-20-20-20-20-excel-xls|dataset|2023-03-21|אזורי שומה בארנונה חיפה|haifa|No|NA|1|6|עיריית חיפה|yairt@haifa.muni.il|עיריית חיפה|||קובץ אזורי שומה בארנונה. מתעדכן אחת לחודש.
555|https-www-haifa-muni-il-informationcity-pages-databasespublic-aspx|dataset|2023-03-21|בתי מלון בחיפה|haifa|No|NA|1|3|עיריית חיפה|yairt@haifa.muni.il|עיריית חיפה|||רשימת בתי מלון בחיפה. מתעדכנת בתדירות חודשית.
556|hvr|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון חברון|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
557|hydro_station|dataset|2025-12-01|רשימת תחנות הידרומטריות|water_authority|No|Month|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|רשימת תחנות תצפית של השרות ההידרולוגי (פעילות ולא פעילות כיום), המספקות נתונים הידרולוגיים מדודים.
558|hzf|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון הר צניפים|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
559|hzr|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
560|ica-changes|dataset|2025-12-06|פרטי שינויים בחברות ושותפויות|ministry_of_justice|No|Day|3|6|--|datagov_support@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|קובץ השינויים מכיל את פרטי השינויים האחרונים שנעשו בחברות ושותפויות המצויים בנתוני מאגר המידע של הרשות. קובץ השינויים יתעדכן בתדירות יומיומית ויכיל כל שינוי שנעשה בתאגיד עד שנה אחורה מהתאריך הנוכחי (תשלום אגרה שנה נוכחית, מידע על מגבלות ופרטים אישיים של בעל תפקיד וכן שינויים במידע מגורמים חיצוניים שמוצגים בנסח בפרק 'מידע נוסף על חברה' – לא מופיעים בדוח השינויים). השינוי יופיע כשורה בקובץ.אם בתאגיד לא נעשה שום שינוי בשנה האחרונה, התאגיד לא יופיע בקובץ השינויים.אם נעשה יותר משינוי אחד בתאגיד בשנה האחרונה, התאגיד יופיע בקובץ השינויים יותר מפעם אחת- כמספר סוגי השינויים שנעשו. הקובץ כולל את סוגי השינויים המפורטים בקישור הבא:https://content.justice.gov.il/Corporations/ica-datagov-changes.pdf
561|ica_companies|dataset|2025-12-06|מאגר חברות - רשם החברות|ministry_of_justice|No|Day|2|3|--|datagov_support@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|הקובץ מכיל את רשימת החברות הרשומות במרשם שמנהל רשם החברות כולל חברות בסטטוס: פעילה, פעילה/בפירוק - בכינוס נכסים, פעילה/בפירוק - הליך פשרה או הסדר/פירוק זמני, בפרוק מרצון, בפרוק ע"י בימ"ש, מחוקה, מחוסלת מרצון, חיסול ע"י בימ"ש, מחוסלת עקב מיזוג, פעילה זמנית, נגרעה מהמרשם.הקובץ כולל את מספר התאגיד, שם התאגיד, שם התאגיד באנגלית, סוג התאגיד, סטטוס התאגיד, תת סטטוס התאגיד, תיאור התאגיד, מטרת התאגיד, תאריך התאגדות, מגבלות, מפרה, דוח שנתי וכתובת.לפרטים אודות רישום והסרה של הערת חברה מפרה: https://www.gov.il/he/service/law_violationg_company
562|ica-deletion|dataset|2025-12-06|מאגר החברות המיועדות למחיקה|ministry_of_justice|No|Day|1|0|--|datagov_support@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|הקובץ מכיל את רשימת החברות הרשומות במרשם שמנהלת יחידת החברות ברשות התאגידים אשר מועמדות למחיקה לפי פרק שלישי א' לחלק התשיעי בחוק החברות התשנ"ט-1999. הקובץ מכיל את מספר החברה, שם החברה בעברית ובאנגלית, סוג החברה , סטטוס ותת סטטוס של החברה, מועד פרסום תת סטטוס 'בהליכי מחיקה' ותום 90 הימים ממועד הפרסום.למידע בדבר הליך מחיקת חברות והגשת התנגדות למחיקת חברהhttps://ica-sso.justice.gov.il/IcaSite/request/openRequest/229/0/0/8
563|ica_partnerships|dataset|2025-12-06|מאגר שותפויות - רשם החברות|ministry_of_justice|No|Day|2|1|--|datagov_support@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|הקובץ מכיל את רשימת השותפויות הרשומות במרשם שמנהל רשם השותפויות כולל שותפויות בסטטוס: פעילה, בפרוק מרצון, בפרוק ע"י בימ"ש, מחוקה, מחוסלת מרצון, חיסול ע"י בימ"ש, שותפות מחוקה מרצון, שותפות מחוקה ע"י בימ"ש, מחוסלת עקב מיזוג, פעילה זמנית, פורקה מרצון, פורקה ע"י בימ"ש, מחוקה/פורקה.הקובץ מתעדכן אחת ליום וכולל את מספר התאגיד, שם התאגיד, שם התאגיד באנגלית, סוג התאגיד, סטטוס התאגיד, תאריך התאגדות וכתובת.
